"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"C:\temp\netlogo-paper\model.nlogo"
"baseline_30y"
"02/20/2026 23:17:58:214 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","share-muslim-incoming","muslim-birth-rate","non-muslim-birth-rate","coverage-coefficient","agents-coming","agents-leaving","[step]","count turtles","count turtles with [religion = ""muslim""]","count turtles with [religion = ""non-muslim""]","ifelse-value (count turtles = 0) [0] [count turtles with [religion = ""muslim""] / count turtles]"
"42","0.52","2.81","1.56","1","3.36","1.66","6","650","72","578","0.11076923076923077"
"34","0.52","2.81","1.56","1","3.36","1.66","28","629","109","520","0.17329093799682035"
"39","0.52","2.81","1.56","1","3.36","1.66","9","643","78","565","0.12130637636080871"
"40","0.52","2.81","1.56","1","3.36","1.66","9","666","82","584","0.12312312312312312"
"39","0.52","2.81","1.56","1","3.36","1.66","10","644","83","561","0.12888198757763975"
"40","0.52","2.81","1.56","1","3.36","1.66","10","667","82","585","0.12293853073463268"
"39","0.52","2.81","1.56","1","3.36","1.66","11","644","83","561","0.12888198757763975"
"39","0.52","2.81","1.56","1","3.36","1.66","12","644","84","560","0.13043478260869565"
"44","0.52","2.81","1.56","1","3.36","1.66","0","670","64","606","0.0955223880597015"
"33","0.52","2.81","1.56","1","3.36","1.66","22","676","101","575","0.14940828402366865"
"34","0.52","2.81","1.56","1","3.36","1.66","29","633","109","524","0.1721958925750395"
"38","0.52","2.81","1.56","1","3.36","1.66","13","669","84","585","0.12556053811659193"
"40","0.52","2.81","1.56","1","3.36","1.66","11","670","85","585","0.12686567164179105"
"41","0.52","2.81","1.56","1","3.36","1.66","6","662","77","585","0.1163141993957704"
"42","0.52","2.81","1.56","1","3.36","1.66","7","659","74","585","0.11229135053110774"
"33","0.52","2.81","1.56","1","3.36","1.66","23","668","102","566","0.15269461077844312"
"34","0.52","2.81","1.56","1","3.36","1.66","30","632","112","520","0.17721518987341772"
"33","0.52","2.81","1.56","1","3.36","1.66","24","667","105","562","0.15742128935532235"
"45","0.52","2.81","1.56","1","3.36","1.66","0","670","56","614","0.08358208955223881"
"38","0.52","2.81","1.56","1","3.36","1.66","14","671","87","584","0.12965722801788376"
"43","0.52","2.81","1.56","1","3.36","1.66","10","630","85","545","0.1349206349206349"
"41","0.52","2.81","1.56","1","3.36","1.66","7","659","80","579","0.12139605462822459"
"44","0.52","2.81","1.56","1","3.36","1.66","1","669","66","603","0.09865470852017937"
"42","0.52","2.81","1.56","1","3.36","1.66","8","665","77","588","0.11578947368421053"
"39","0.52","2.81","1.56","1","3.36","1.66","13","649","87","562","0.13405238828967642"
"46","0.52","2.81","1.56","1","3.36","1.66","0","670","63","607","0.09402985074626866"
"33","0.52","2.81","1.56","1","3.36","1.66","25","670","109","561","0.1626865671641791"
"40","0.52","2.81","1.56","1","3.36","1.66","12","668","86","582","0.12874251497005987"
"38","0.52","2.81","1.56","1","3.36","1.66","15","674","87","587","0.129080118694362"
"42","0.52","2.81","1.56","1","3.36","1.66","9","668","81","587","0.12125748502994012"
"41","0.52","2.81","1.56","1","3.36","1.66","8","655","81","574","0.12366412213740458"
"39","0.52","2.81","1.56","1","3.36","1.66","14","651","94","557","0.1443932411674347"
"45","0.52","2.81","1.56","1","3.36","1.66","1","659","56","603","0.08497723823975721"
"33","0.52","2.81","1.56","1","3.36","1.66","26","669","111","558","0.16591928251121077"
"44","0.52","2.81","1.56","1","3.36","1.66","2","669","68","601","0.10164424514200299"
"43","0.52","2.81","1.56","1","3.36","1.66","11","632","85","547","0.13449367088607594"
"46","0.52","2.81","1.56","1","3.36","1.66","1","667","67","600","0.10044977511244378"
"38","0.52","2.81","1.56","1","3.36","1.66","16","673","88","585","0.13075780089153047"
"42","0.52","2.81","1.56","1","3.36","1.66","10","674","85","589","0.1261127596439169"
"40","0.52","2.81","1.56","1","3.36","1.66","13","667","89","578","0.13343328335832083"
"39","0.52","2.81","1.56","1","3.36","1.66","15","657","98","559","0.1491628614916286"
"41","0.52","2.81","1.56","1","3.36","1.66","9","664","83","581","0.125"
"44","0.52","2.81","1.56","1","3.36","1.66","3","676","70","606","0.10355029585798817"
"45","0.52","2.81","1.56","1","3.36","1.66","2","655","57","598","0.08702290076335878"
"38","0.52","2.81","1.56","1","3.36","1.66","17","675","91","584","0.1348148148148148"
"33","0.52","2.81","1.56","1","3.36","1.66","27","678","117","561","0.17256637168141592"
"43","0.52","2.81","1.56","1","3.36","1.66","12","641","88","553","0.1372854914196568"
"39","0.52","2.81","1.56","1","3.36","1.66","16","657","99","558","0.1506849315068493"
"38","0.52","2.81","1.56","1","3.36","1.66","18","673","93","580","0.13818722139673106"
"47","0.52","2.81","1.56","1","3.36","1.66","0","670","69","601","0.10298507462686567"
"33","0.52","2.81","1.56","1","3.36","1.66","28","683","119","564","0.17423133235724744"
"46","0.52","2.81","1.56","1","3.36","1.66","2","666","68","598","0.1021021021021021"
"44","0.52","2.81","1.56","1","3.36","1.66","4","674","72","602","0.10682492581602374"
"36","0.52","2.81","1.56","1","3.36","1.66","27","634","134","500","0.2113564668769716"
"43","0.52","2.81","1.56","1","3.36","1.66","13","637","89","548","0.13971742543171115"
"40","0.52","2.81","1.56","1","3.36","1.66","14","665","95","570","0.14285714285714285"
"45","0.52","2.81","1.56","1","3.36","1.66","3","649","56","593","0.08628659476117104"
"38","0.52","2.81","1.56","1","3.36","1.66","19","673","97","576","0.14413075780089152"
"39","0.52","2.81","1.56","1","3.36","1.66","17","657","101","556","0.1537290715372907"
"41","0.52","2.81","1.56","1","3.36","1.66","10","671","86","585","0.12816691505216096"
"33","0.52","2.81","1.56","1","3.36","1.66","29","680","119","561","0.175"
"38","0.52","2.81","1.56","1","3.36","1.66","20","673","97","576","0.14413075780089152"
"40","0.52","2.81","1.56","1","3.36","1.66","15","666","96","570","0.14414414414414414"
"43","0.52","2.81","1.56","1","3.36","1.66","14","639","91","548","0.14241001564945227"
"36","0.52","2.81","1.56","1","3.36","1.66","28","634","137","497","0.21608832807570977"
"47","0.52","2.81","1.56","1","3.36","1.66","1","671","68","603","0.10134128166915052"
"44","0.52","2.81","1.56","1","3.36","1.66","5","678","74","604","0.10914454277286136"
"46","0.52","2.81","1.56","1","3.36","1.66","3","662","70","592","0.10574018126888217"
"42","0.52","2.81","1.56","1","3.36","1.66","11","681","87","594","0.1277533039647577"
"38","0.52","2.81","1.56","1","3.36","1.66","21","666","97","569","0.14564564564564564"
"45","0.52","2.81","1.56","1","3.36","1.66","4","646","57","589","0.08823529411764706"
"39","0.52","2.81","1.56","1","3.36","1.66","18","661","105","556","0.1588502269288956"
"44","0.52","2.81","1.56","1","3.36","1.66","6","676","77","599","0.11390532544378698"
"36","0.52","2.81","1.56","1","3.36","1.66","29","633","141","492","0.22274881516587677"
"43","0.52","2.81","1.56","1","3.36","1.66","15","646","94","552","0.14551083591331268"
"41","0.52","2.81","1.56","1","3.36","1.66","11","672","87","585","0.12946428571428573"
"33","0.52","2.81","1.56","1","3.36","1.66","30","677","123","554","0.18168389955686853"
"38","0.52","2.81","1.56","1","3.36","1.66","22","666","97","569","0.14564564564564564"
"47","0.52","2.81","1.56","1","3.36","1.66","2","670","69","601","0.10298507462686567"
"46","0.52","2.81","1.56","1","3.36","1.66","4","665","72","593","0.10827067669172932"
"39","0.52","2.81","1.56","1","3.36","1.66","19","661","105","556","0.1588502269288956"
"43","0.52","2.81","1.56","1","3.36","1.66","16","645","99","546","0.15348837209302327"
"45","0.52","2.81","1.56","1","3.36","1.66","5","646","60","586","0.09287925696594428"
"42","0.52","2.81","1.56","1","3.36","1.66","12","683","89","594","0.13030746705710103"
"40","0.52","2.81","1.56","1","3.36","1.66","16","663","95","568","0.14328808446455504"
"44","0.52","2.81","1.56","1","3.36","1.66","7","683","82","601","0.12005856515373353"
"38","0.52","2.81","1.56","1","3.36","1.66","23","670","99","571","0.14776119402985075"
"36","0.52","2.81","1.56","1","3.36","1.66","30","633","143","490","0.2259083728278041"
"41","0.52","2.81","1.56","1","3.36","1.66","12","675","91","584","0.1348148148148148"
"39","0.52","2.81","1.56","1","3.36","1.66","20","658","107","551","0.16261398176291794"
"47","0.52","2.81","1.56","1","3.36","1.66","3","667","68","599","0.10194902548725637"
"43","0.52","2.81","1.56","1","3.36","1.66","17","644","98","546","0.15217391304347827"
"42","0.52","2.81","1.56","1","3.36","1.66","13","690","91","599","0.1318840579710145"
"46","0.52","2.81","1.56","1","3.36","1.66","5","666","74","592","0.1111111111111111"
"40","0.52","2.81","1.56","1","3.36","1.66","17","661","97","564","0.14674735249621784"
"41","0.52","2.81","1.56","1","3.36","1.66","13","679","91","588","0.13402061855670103"
"38","0.52","2.81","1.56","1","3.36","1.66","24","671","100","571","0.14903129657228018"
"44","0.52","2.81","1.56","1","3.36","1.66","8","691","83","608","0.12011577424023155"
"39","0.52","2.81","1.56","1","3.36","1.66","21","648","107","541","0.16512345679012347"
"43","0.52","2.81","1.56","1","3.36","1.66","18","644","98","546","0.15217391304347827"
"47","0.52","2.81","1.56","1","3.36","1.66","4","671","70","601","0.10432190760059612"
"45","0.52","2.81","1.56","1","3.36","1.66","6","642","62","580","0.09657320872274143"
"48","0.52","2.81","1.56","1","3.36","1.66","0","670","57","613","0.08507462686567165"
"43","0.52","2.81","1.56","1","3.36","1.66","19","643","99","544","0.15396578538102643"
"48","0.52","2.81","1.56","1","3.36","1.66","1","669","59","610","0.08819133034379671"
"47","0.52","2.81","1.56","1","3.36","1.66","5","667","73","594","0.10944527736131934"
"42","0.52","2.81","1.56","1","3.36","1.66","14","689","94","595","0.13642960812772134"
"39","0.52","2.81","1.56","1","3.36","1.66","22","647","107","540","0.16537867078825347"
"40","0.52","2.81","1.56","1","3.36","1.66","18","668","104","564","0.15568862275449102"
"46","0.52","2.81","1.56","1","3.36","1.66","6","665","76","589","0.11428571428571428"
"41","0.52","2.81","1.56","1","3.36","1.66","14","681","94","587","0.13803230543318648"
"43","0.52","2.81","1.56","1","3.36","1.66","20","638","97","541","0.15203761755485892"
"48","0.52","2.81","1.56","1","3.36","1.66","2","676","62","614","0.09171597633136094"
"45","0.52","2.81","1.56","1","3.36","1.66","7","643","65","578","0.10108864696734059"
"38","0.52","2.81","1.56","1","3.36","1.66","25","670","103","567","0.1537313432835821"
"47","0.52","2.81","1.56","1","3.36","1.66","6","673","78","595","0.11589895988112928"
"44","0.52","2.81","1.56","1","3.36","1.66","9","689","85","604","0.12336719883889695"
"40","0.52","2.81","1.56","1","3.36","1.66","19","670","107","563","0.15970149253731344"
"42","0.52","2.81","1.56","1","3.36","1.66","15","691","97","594","0.14037626628075253"
"41","0.52","2.81","1.56","1","3.36","1.66","15","678","89","589","0.13126843657817108"
"43","0.52","2.81","1.56","1","3.36","1.66","21","638","96","542","0.15047021943573669"
"39","0.52","2.81","1.56","1","3.36","1.66","23","645","111","534","0.17209302325581396"
"49","0.52","2.81","1.56","1","3.36","1.66","0","670","55","615","0.08208955223880597"
"48","0.52","2.81","1.56","1","3.36","1.66","3","679","66","613","0.09720176730486009"
"45","0.52","2.81","1.56","1","3.36","1.66","8","652","68","584","0.10429447852760736"
"41","0.52","2.81","1.56","1","3.36","1.66","16","681","89","592","0.13069016152716592"
"38","0.52","2.81","1.56","1","3.36","1.66","26","671","104","567","0.15499254843517138"
"46","0.52","2.81","1.56","1","3.36","1.66","7","662","77","585","0.1163141993957704"
"39","0.52","2.81","1.56","1","3.36","1.66","24","648","112","536","0.1728395061728395"
"43","0.52","2.81","1.56","1","3.36","1.66","22","629","100","529","0.1589825119236884"
"44","0.52","2.81","1.56","1","3.36","1.66","10","688","88","600","0.12790697674418605"
"42","0.52","2.81","1.56","1","3.36","1.66","16","698","101","597","0.14469914040114612"
"47","0.52","2.81","1.56","1","3.36","1.66","7","671","84","587","0.12518628912071536"
"48","0.52","2.81","1.56","1","3.36","1.66","4","676","69","607","0.10207100591715976"
"40","0.52","2.81","1.56","1","3.36","1.66","20","669","111","558","0.16591928251121077"
"41","0.52","2.81","1.56","1","3.36","1.66","17","685","91","594","0.13284671532846715"
"39","0.52","2.81","1.56","1","3.36","1.66","25","645","113","532","0.17519379844961241"
"43","0.52","2.81","1.56","1","3.36","1.66","23","625","100","525","0.16"
"49","0.52","2.81","1.56","1","3.36","1.66","1","672","54","618","0.08035714285714286"
"48","0.52","2.81","1.56","1","3.36","1.66","5","678","71","607","0.10471976401179942"
"45","0.52","2.81","1.56","1","3.36","1.66","9","646","68","578","0.10526315789473684"
"38","0.52","2.81","1.56","1","3.36","1.66","27","672","106","566","0.15773809523809523"
"42","0.52","2.81","1.56","1","3.36","1.66","17","698","106","592","0.1518624641833811"
"46","0.52","2.81","1.56","1","3.36","1.66","8","657","80","577","0.121765601217656"
"44","0.52","2.81","1.56","1","3.36","1.66","11","685","91","594","0.13284671532846715"
"48","0.52","2.81","1.56","1","3.36","1.66","6","672","73","599","0.10863095238095238"
"49","0.52","2.81","1.56","1","3.36","1.66","2","671","54","617","0.08047690014903129"
"43","0.52","2.81","1.56","1","3.36","1.66","24","626","101","525","0.16134185303514376"
"47","0.52","2.81","1.56","1","3.36","1.66","8","669","86","583","0.12855007473841554"
"41","0.52","2.81","1.56","1","3.36","1.66","18","690","97","593","0.14057971014492754"
"40","0.52","2.81","1.56","1","3.36","1.66","21","670","113","557","0.16865671641791044"
"39","0.52","2.81","1.56","1","3.36","1.66","26","644","114","530","0.17701863354037267"
"38","0.52","2.81","1.56","1","3.36","1.66","28","677","110","567","0.16248153618906944"
"48","0.52","2.81","1.56","1","3.36","1.66","7","668","75","593","0.1122754491017964"
"45","0.52","2.81","1.56","1","3.36","1.66","10","645","70","575","0.10852713178294573"
"49","0.52","2.81","1.56","1","3.36","1.66","3","678","56","622","0.08259587020648967"
"44","0.52","2.81","1.56","1","3.36","1.66","12","692","94","598","0.13583815028901733"
"41","0.52","2.81","1.56","1","3.36","1.66","19","682","95","587","0.13929618768328444"
"43","0.52","2.81","1.56","1","3.36","1.66","25","625","104","521","0.1664"
"38","0.52","2.81","1.56","1","3.36","1.66","29","682","115","567","0.16862170087976538"
"46","0.52","2.81","1.56","1","3.36","1.66","9","657","82","575","0.1248097412480974"
"39","0.52","2.81","1.56","1","3.36","1.66","27","647","120","527","0.18547140649149924"
"42","0.52","2.81","1.56","1","3.36","1.66","18","702","108","594","0.15384615384615385"
"40","0.52","2.81","1.56","1","3.36","1.66","22","669","114","555","0.17040358744394618"
"48","0.52","2.81","1.56","1","3.36","1.66","8","664","77","587","0.11596385542168675"
"43","0.52","2.81","1.56","1","3.36","1.66","26","624","105","519","0.16826923076923078"
"38","0.52","2.81","1.56","1","3.36","1.66","30","680","116","564","0.17058823529411765"
"49","0.52","2.81","1.56","1","3.36","1.66","4","673","57","616","0.08469539375928678"
"42","0.52","2.81","1.56","1","3.36","1.66","19","699","110","589","0.15736766809728184"
"45","0.52","2.81","1.56","1","3.36","1.66","11","648","68","580","0.10493827160493827"
"44","0.52","2.81","1.56","1","3.36","1.66","13","692","94","598","0.13583815028901733"
"41","0.52","2.81","1.56","1","3.36","1.66","20","677","95","582","0.14032496307237813"
"39","0.52","2.81","1.56","1","3.36","1.66","28","649","121","528","0.1864406779661017"
"47","0.52","2.81","1.56","1","3.36","1.66","9","667","86","581","0.12893553223388307"
"48","0.52","2.81","1.56","1","3.36","1.66","9","670","83","587","0.12388059701492538"
"41","0.52","2.81","1.56","1","3.36","1.66","21","680","95","585","0.13970588235294118"
"40","0.52","2.81","1.56","1","3.36","1.66","23","669","114","555","0.17040358744394618"
"46","0.52","2.81","1.56","1","3.36","1.66","10","659","86","573","0.13050075872534142"
"42","0.52","2.81","1.56","1","3.36","1.66","20","694","115","579","0.16570605187319884"
"43","0.52","2.81","1.56","1","3.36","1.66","27","625","106","519","0.1696"
"44","0.52","2.81","1.56","1","3.36","1.66","14","698","99","599","0.14183381088825214"
"39","0.52","2.81","1.56","1","3.36","1.66","29","654","128","526","0.19571865443425077"
"49","0.52","2.81","1.56","1","3.36","1.66","5","671","56","615","0.08345752608047691"
"45","0.52","2.81","1.56","1","3.36","1.66","12","645","69","576","0.10697674418604651"
"41","0.52","2.81","1.56","1","3.36","1.66","22","681","97","584","0.14243759177679882"
"50","0.52","2.81","1.56","1","3.36","1.66","0","670","77","593","0.11492537313432835"
"46","0.52","2.81","1.56","1","3.36","1.66","11","665","91","574","0.1368421052631579"
"40","0.52","2.81","1.56","1","3.36","1.66","24","665","119","546","0.17894736842105263"
"39","0.52","2.81","1.56","1","3.36","1.66","30","651","129","522","0.19815668202764977"
"47","0.52","2.81","1.56","1","3.36","1.66","10","661","86","575","0.13010590015128592"
"43","0.52","2.81","1.56","1","3.36","1.66","28","624","104","520","0.16666666666666666"
"49","0.52","2.81","1.56","1","3.36","1.66","6","672","58","614","0.08630952380952381"
"50","0.52","2.81","1.56","1","3.36","1.66","1","667","79","588","0.1184407796101949"
"42","0.52","2.81","1.56","1","3.36","1.66","21","694","119","575","0.17146974063400577"
"50","0.52","2.81","1.56","1","3.36","1.66","2","665","80","585","0.12030075187969924"
"50","0.52","2.81","1.56","1","3.36","1.66","3","656","82","574","0.125"
"50","0.52","2.81","1.56","1","3.36","1.66","4","654","84","570","0.12844036697247707"
"50","0.52","2.81","1.56","1","3.36","1.66","5","654","85","569","0.12996941896024464"
"50","0.52","2.81","1.56","1","3.36","1.66","6","649","86","563","0.1325115562403698"
"41","0.52","2.81","1.56","1","3.36","1.66","23","682","99","583","0.14516129032258066"
"44","0.52","2.81","1.56","1","3.36","1.66","15","699","100","599","0.1430615164520744"
"43","0.52","2.81","1.56","1","3.36","1.66","29","631","107","524","0.16957210776545167"
"45","0.52","2.81","1.56","1","3.36","1.66","13","650","70","580","0.1076923076923077"
"51","0.52","2.81","1.56","1","3.36","1.66","0","670","63","607","0.09402985074626866"
"51","0.52","2.81","1.56","1","3.36","1.66","1","672","63","609","0.09375"
"51","0.52","2.81","1.56","1","3.36","1.66","2","667","64","603","0.095952023988006"
"51","0.52","2.81","1.56","1","3.36","1.66","3","663","65","598","0.09803921568627451"
"51","0.52","2.81","1.56","1","3.36","1.66","4","665","66","599","0.09924812030075188"
"51","0.52","2.81","1.56","1","3.36","1.66","5","658","67","591","0.10182370820668693"
"51","0.52","2.81","1.56","1","3.36","1.66","6","663","68","595","0.10256410256410256"
"48","0.52","2.81","1.56","1","3.36","1.66","10","667","86","581","0.12893553223388307"
"43","0.52","2.81","1.56","1","3.36","1.66","30","631","112","519","0.1774960380348653"
"51","0.52","2.81","1.56","1","3.36","1.66","7","660","71","589","0.10757575757575757"
"46","0.52","2.81","1.56","1","3.36","1.66","12","668","92","576","0.1377245508982036"
"50","0.52","2.81","1.56","1","3.36","1.66","7","645","88","557","0.13643410852713178"
"49","0.52","2.81","1.56","1","3.36","1.66","7","676","61","615","0.09023668639053255"
"45","0.52","2.81","1.56","1","3.36","1.66","14","647","71","576","0.10973724884080371"
"48","0.52","2.81","1.56","1","3.36","1.66","11","666","90","576","0.13513513513513514"
"48","0.52","2.81","1.56","1","3.36","1.66","12","668","90","578","0.1347305389221557"
"49","0.52","2.81","1.56","1","3.36","1.66","8","677","61","616","0.09010339734121123"
"48","0.52","2.81","1.56","1","3.36","1.66","13","674","89","585","0.13204747774480713"
"48","0.52","2.81","1.56","1","3.36","1.66","14","675","90","585","0.13333333333333333"
"48","0.52","2.81","1.56","1","3.36","1.66","15","674","90","584","0.13353115727002968"
"48","0.52","2.81","1.56","1","3.36","1.66","16","673","92","581","0.13670133729569092"
"48","0.52","2.81","1.56","1","3.36","1.66","17","679","97","582","0.14285714285714285"
"48","0.52","2.81","1.56","1","3.36","1.66","18","682","103","579","0.15102639296187684"
"48","0.52","2.81","1.56","1","3.36","1.66","19","685","104","581","0.15182481751824817"
"48","0.52","2.81","1.56","1","3.36","1.66","20","686","107","579","0.15597667638483964"
"41","0.52","2.81","1.56","1","3.36","1.66","24","676","99","577","0.14644970414201183"
"40","0.52","2.81","1.56","1","3.36","1.66","25","669","121","548","0.18086696562032886"
"48","0.52","2.81","1.56","1","3.36","1.66","21","692","107","585","0.1546242774566474"
"40","0.52","2.81","1.56","1","3.36","1.66","26","669","123","546","0.18385650224215247"
"48","0.52","2.81","1.56","1","3.36","1.66","22","688","109","579","0.15843023255813954"
"41","0.52","2.81","1.56","1","3.36","1.66","25","676","102","574","0.15088757396449703"
"40","0.52","2.81","1.56","1","3.36","1.66","27","674","125","549","0.18545994065281898"
"47","0.52","2.81","1.56","1","3.36","1.66","11","661","87","574","0.13161875945537066"
"42","0.52","2.81","1.56","1","3.36","1.66","22","694","121","573","0.17435158501440923"
"41","0.52","2.81","1.56","1","3.36","1.66","26","675","106","569","0.15703703703703703"
"48","0.52","2.81","1.56","1","3.36","1.66","23","679","110","569","0.16200294550810015"
"50","0.52","2.81","1.56","1","3.36","1.66","8","644","90","554","0.13975155279503104"
"40","0.52","2.81","1.56","1","3.36","1.66","28","678","126","552","0.18584070796460178"
"45","0.52","2.81","1.56","1","3.36","1.66","15","644","71","573","0.11024844720496894"
"46","0.52","2.81","1.56","1","3.36","1.66","13","676","99","577","0.14644970414201183"
"49","0.52","2.81","1.56","1","3.36","1.66","9","670","63","607","0.09402985074626866"
"42","0.52","2.81","1.56","1","3.36","1.66","23","697","123","574","0.17647058823529413"
"41","0.52","2.81","1.56","1","3.36","1.66","27","679","105","574","0.15463917525773196"
"50","0.52","2.81","1.56","1","3.36","1.66","9","646","94","552","0.14551083591331268"
"40","0.52","2.81","1.56","1","3.36","1.66","29","674","129","545","0.1913946587537092"
"48","0.52","2.81","1.56","1","3.36","1.66","24","680","114","566","0.1676470588235294"
"52","0.52","2.81","1.56","1","3.36","1.66","0","670","62","608","0.09253731343283582"
"50","0.52","2.81","1.56","1","3.36","1.66","10","647","97","550","0.14992272024729522"
"41","0.52","2.81","1.56","1","3.36","1.66","28","676","103","573","0.15236686390532544"
"48","0.52","2.81","1.56","1","3.36","1.66","25","682","116","566","0.17008797653958943"
"41","0.52","2.81","1.56","1","3.36","1.66","29","670","101","569","0.15074626865671642"
"48","0.52","2.81","1.56","1","3.36","1.66","26","684","122","562","0.1783625730994152"
"41","0.52","2.81","1.56","1","3.36","1.66","30","670","101","569","0.15074626865671642"
"48","0.52","2.81","1.56","1","3.36","1.66","27","680","126","554","0.18529411764705883"
"51","0.52","2.81","1.56","1","3.36","1.66","8","666","74","592","0.1111111111111111"
"48","0.52","2.81","1.56","1","3.36","1.66","28","683","131","552","0.191800878477306"
"48","0.52","2.81","1.56","1","3.36","1.66","29","685","136","549","0.19854014598540146"
"50","0.52","2.81","1.56","1","3.36","1.66","11","643","99","544","0.15396578538102643"
"42","0.52","2.81","1.56","1","3.36","1.66","24","701","127","574","0.181169757489301"
"51","0.52","2.81","1.56","1","3.36","1.66","9","667","78","589","0.11694152923538231"
"46","0.52","2.81","1.56","1","3.36","1.66","14","675","103","572","0.15259259259259259"
"52","0.52","2.81","1.56","1","3.36","1.66","1","670","66","604","0.09850746268656717"
"40","0.52","2.81","1.56","1","3.36","1.66","30","676","135","541","0.1997041420118343"
"50","0.52","2.81","1.56","1","3.36","1.66","12","641","102","539","0.15912636505460218"
"51","0.52","2.81","1.56","1","3.36","1.66","10","667","82","585","0.12293853073463268"
"42","0.52","2.81","1.56","1","3.36","1.66","25","700","127","573","0.18142857142857144"
"52","0.52","2.81","1.56","1","3.36","1.66","2","667","66","601","0.09895052473763119"
"50","0.52","2.81","1.56","1","3.36","1.66","13","634","102","532","0.1608832807570978"
"51","0.52","2.81","1.56","1","3.36","1.66","11","667","87","580","0.13043478260869565"
"42","0.52","2.81","1.56","1","3.36","1.66","26","697","130","567","0.18651362984218078"
"50","0.52","2.81","1.56","1","3.36","1.66","14","639","110","529","0.17214397496087636"
"51","0.52","2.81","1.56","1","3.36","1.66","12","665","89","576","0.13383458646616542"
"50","0.52","2.81","1.56","1","3.36","1.66","15","639","113","526","0.17683881064162754"
"51","0.52","2.81","1.56","1","3.36","1.66","13","662","90","572","0.13595166163141995"
"50","0.52","2.81","1.56","1","3.36","1.66","16","641","117","524","0.18252730109204368"
"51","0.52","2.81","1.56","1","3.36","1.66","14","661","90","571","0.1361573373676248"
"50","0.52","2.81","1.56","1","3.36","1.66","17","641","123","518","0.1918876755070203"
"51","0.52","2.81","1.56","1","3.36","1.66","15","666","91","575","0.13663663663663664"
"50","0.52","2.81","1.56","1","3.36","1.66","18","633","125","508","0.19747235387045814"
"51","0.52","2.81","1.56","1","3.36","1.66","16","667","94","573","0.1409295352323838"
"50","0.52","2.81","1.56","1","3.36","1.66","19","628","122","506","0.1942675159235669"
"51","0.52","2.81","1.56","1","3.36","1.66","17","663","97","566","0.14630467571644043"
"50","0.52","2.81","1.56","1","3.36","1.66","20","625","125","500","0.2"
"50","0.52","2.81","1.56","1","3.36","1.66","21","627","127","500","0.2025518341307815"
"51","0.52","2.81","1.56","1","3.36","1.66","18","659","99","560","0.15022761760242792"
"50","0.52","2.81","1.56","1","3.36","1.66","22","625","130","495","0.208"
"51","0.52","2.81","1.56","1","3.36","1.66","19","658","102","556","0.15501519756838905"
"50","0.52","2.81","1.56","1","3.36","1.66","23","627","133","494","0.21212121212121213"
"51","0.52","2.81","1.56","1","3.36","1.66","20","654","105","549","0.16055045871559634"
"50","0.52","2.81","1.56","1","3.36","1.66","24","622","136","486","0.21864951768488747"
"51","0.52","2.81","1.56","1","3.36","1.66","21","648","103","545","0.15895061728395063"
"50","0.52","2.81","1.56","1","3.36","1.66","25","623","137","486","0.21990369181380418"
"42","0.52","2.81","1.56","1","3.36","1.66","27","702","133","569","0.18945868945868946"
"52","0.52","2.81","1.56","1","3.36","1.66","3","666","68","598","0.1021021021021021"
"51","0.52","2.81","1.56","1","3.36","1.66","22","644","102","542","0.15838509316770186"
"48","0.52","2.81","1.56","1","3.36","1.66","30","689","141","548","0.204644412191582"
"50","0.52","2.81","1.56","1","3.36","1.66","26","629","143","486","0.2273449920508744"
"49","0.52","2.81","1.56","1","3.36","1.66","10","673","60","613","0.08915304606240713"
"51","0.52","2.81","1.56","1","3.36","1.66","23","639","104","535","0.162754303599374"
"50","0.52","2.81","1.56","1","3.36","1.66","27","621","145","476","0.23349436392914655"
"53","0.52","2.81","1.56","1","3.36","1.66","0","670","58","612","0.08656716417910448"
"54","0.52","2.81","1.56","1","3.36","1.66","0","670","80","590","0.11940298507462686"
"51","0.52","2.81","1.56","1","3.36","1.66","24","639","105","534","0.1643192488262911"
"53","0.52","2.81","1.56","1","3.36","1.66","1","665","60","605","0.09022556390977443"
"51","0.52","2.81","1.56","1","3.36","1.66","25","641","108","533","0.1684867394695788"
"51","0.52","2.81","1.56","1","3.36","1.66","26","637","111","526","0.17425431711145997"
"53","0.52","2.81","1.56","1","3.36","1.66","2","660","59","601","0.0893939393939394"
"53","0.52","2.81","1.56","1","3.36","1.66","3","662","62","600","0.09365558912386707"
"53","0.52","2.81","1.56","1","3.36","1.66","4","661","66","595","0.09984871406959153"
"53","0.52","2.81","1.56","1","3.36","1.66","5","659","69","590","0.1047040971168437"
"53","0.52","2.81","1.56","1","3.36","1.66","6","664","72","592","0.10843373493975904"
"44","0.52","2.81","1.56","1","3.36","1.66","16","700","101","599","0.1442857142857143"
"42","0.52","2.81","1.56","1","3.36","1.66","28","700","132","568","0.18857142857142858"
"45","0.52","2.81","1.56","1","3.36","1.66","16","645","72","573","0.11162790697674418"
"47","0.52","2.81","1.56","1","3.36","1.66","12","660","88","572","0.13333333333333333"
"46","0.52","2.81","1.56","1","3.36","1.66","15","671","105","566","0.15648286140089418"
"53","0.52","2.81","1.56","1","3.36","1.66","7","662","76","586","0.1148036253776435"
