scenario,scenario_label,run,step,total_population,muslim_population,non_muslim_population,muslim_share,year
baseline_30y,Baseline calibrated,19,1,671,63,608,0.0938897168405365,2027
baseline_30y,Baseline calibrated,13,6,681,84,597,0.1233480176211453,2032
baseline_30y,Baseline calibrated,15,5,655,66,589,0.1007633587786259,2031
baseline_30y,Baseline calibrated,17,2,660,71,589,0.1075757575757575,2028
baseline_30y,Baseline calibrated,18,1,659,61,598,0.0925644916540212,2027
baseline_30y,Baseline calibrated,16,3,659,85,574,0.1289833080424886,2029
baseline_30y,Baseline calibrated,6,26,652,98,554,0.1503067484662576,2052
baseline_30y,Baseline calibrated,14,16,644,92,552,0.1428571428571428,2042
baseline_30y,Baseline calibrated,20,0,670,57,613,0.0850746268656716,2026
baseline_30y,Baseline calibrated,7,24,700,103,597,0.1471428571428571,2050
baseline_30y,Baseline calibrated,19,2,670,64,606,0.0955223880597015,2028
baseline_30y,Baseline calibrated,11,24,654,128,526,0.1957186544342507,2050
baseline_30y,Baseline calibrated,18,2,655,63,592,0.0961832061068702,2028
baseline_30y,Baseline calibrated,10,29,611,115,496,0.188216039279869,2055
baseline_30y,Baseline calibrated,11,25,653,131,522,0.2006125574272588,2051
baseline_30y,Baseline calibrated,16,4,659,87,572,0.1320182094081942,2030
baseline_30y,Baseline calibrated,13,7,681,86,595,0.1262848751835536,2033
baseline_30y,Baseline calibrated,20,1,672,60,612,0.0892857142857142,2027
baseline_30y,Baseline calibrated,18,3,654,66,588,0.1009174311926605,2029
baseline_30y,Baseline calibrated,17,3,659,69,590,0.1047040971168437,2029
baseline_30y,Baseline calibrated,14,17,642,92,550,0.1433021806853582,2043
baseline_30y,Baseline calibrated,15,6,662,67,595,0.1012084592145015,2032
baseline_30y,Baseline calibrated,13,8,684,93,591,0.1359649122807017,2034
baseline_30y,Baseline calibrated,6,27,649,102,547,0.1571648690292758,2053
baseline_30y,Baseline calibrated,7,25,698,106,592,0.1518624641833811,2051
baseline_30y,Baseline calibrated,18,4,653,67,586,0.1026033690658499,2030
baseline_30y,Baseline calibrated,14,18,638,93,545,0.1457680250783699,2044
baseline_30y,Baseline calibrated,10,30,608,120,488,0.1973684210526315,2056
baseline_30y,Baseline calibrated,11,26,649,133,516,0.2049306625577812,2052
baseline_30y,Baseline calibrated,17,4,661,70,591,0.1059001512859304,2030
baseline_30y,Baseline calibrated,13,9,685,94,591,0.1372262773722627,2035
baseline_30y,Baseline calibrated,15,7,655,69,586,0.1053435114503816,2033
baseline_30y,Baseline calibrated,18,5,655,70,585,0.1068702290076335,2031
baseline_30y,Baseline calibrated,19,3,667,67,600,0.1004497751124437,2029
baseline_30y,Baseline calibrated,7,26,697,109,588,0.1563845050215208,2052
baseline_30y,Baseline calibrated,6,28,655,106,549,0.1618320610687023,2054
baseline_30y,Baseline calibrated,16,5,659,90,569,0.1365705614567526,2031
baseline_30y,Baseline calibrated,20,2,675,59,616,0.0874074074074074,2028
baseline_30y,Baseline calibrated,15,8,664,74,590,0.1114457831325301,2034
baseline_30y,Baseline calibrated,17,5,661,74,587,0.1119515885022692,2031
baseline_30y,Baseline calibrated,14,19,639,91,548,0.1424100156494522,2045
baseline_30y,Baseline calibrated,13,10,687,95,592,0.1382823871906841,2036
baseline_30y,Baseline calibrated,11,27,649,135,514,0.2080123266563944,2053
baseline_30y,Baseline calibrated,18,6,657,73,584,0.1111111111111111,2032
baseline_30y,Baseline calibrated,19,4,667,68,599,0.1019490254872563,2030
baseline_30y,Baseline calibrated,15,9,662,77,585,0.1163141993957704,2035
baseline_30y,Baseline calibrated,16,6,661,94,567,0.1422087745839637,2032
baseline_30y,Baseline calibrated,7,27,698,112,586,0.160458452722063,2053
baseline_30y,Baseline calibrated,6,29,649,109,540,0.1679506933744222,2055
baseline_30y,Baseline calibrated,13,11,690,98,592,0.1420289855072463,2037
baseline_30y,Baseline calibrated,19,5,670,69,601,0.1029850746268656,2031
baseline_30y,Baseline calibrated,13,12,686,96,590,0.1399416909620991,2038
baseline_30y,Baseline calibrated,19,6,665,72,593,0.1082706766917293,2032
baseline_30y,Baseline calibrated,13,13,686,97,589,0.141399416909621,2039
baseline_30y,Baseline calibrated,19,7,661,72,589,0.1089258698940998,2033
baseline_30y,Baseline calibrated,13,14,690,97,593,0.1405797101449275,2040
baseline_30y,Baseline calibrated,19,8,661,72,589,0.1089258698940998,2034
baseline_30y,Baseline calibrated,13,15,680,96,584,0.1411764705882353,2041
baseline_30y,Baseline calibrated,20,3,675,59,616,0.0874074074074074,2029
baseline_30y,Baseline calibrated,7,28,693,111,582,0.1601731601731601,2054
baseline_30y,Baseline calibrated,15,10,663,79,584,0.1191553544494721,2036
baseline_30y,Baseline calibrated,19,9,666,75,591,0.1126126126126126,2035
baseline_30y,Baseline calibrated,16,7,660,94,566,0.1424242424242424,2033
baseline_30y,Baseline calibrated,15,11,668,80,588,0.1197604790419161,2037
baseline_30y,Baseline calibrated,15,12,664,82,582,0.1234939759036144,2038
baseline_30y,Baseline calibrated,18,7,660,76,584,0.1151515151515151,2033
baseline_30y,Baseline calibrated,14,20,636,92,544,0.1446540880503144,2046
baseline_30y,Baseline calibrated,13,16,683,98,585,0.1434846266471449,2042
baseline_30y,Baseline calibrated,15,13,661,85,576,0.1285930408472012,2039
baseline_30y,Baseline calibrated,19,10,669,77,592,0.1150971599402092,2036
baseline_30y,Baseline calibrated,11,28,650,140,510,0.2153846153846154,2054
baseline_30y,Baseline calibrated,16,8,658,93,565,0.1413373860182371,2034
baseline_30y,Baseline calibrated,20,4,667,62,605,0.0929535232383808,2030
baseline_30y,Baseline calibrated,6,30,646,110,536,0.1702786377708978,2056
baseline_30y,Baseline calibrated,7,29,689,116,573,0.1683599419448476,2055
baseline_30y,Baseline calibrated,14,21,638,95,543,0.1489028213166144,2047
baseline_30y,Baseline calibrated,17,6,667,78,589,0.1169415292353823,2032
baseline_30y,Baseline calibrated,13,17,689,98,591,0.1422351233671988,2043
baseline_30y,Baseline calibrated,15,14,659,84,575,0.1274658573596358,2040
baseline_30y,Baseline calibrated,14,22,639,99,540,0.1549295774647887,2048
baseline_30y,Baseline calibrated,21,0,670,69,601,0.1029850746268656,2026
baseline_30y,Baseline calibrated,19,11,667,81,586,0.12143928035982,2037
baseline_30y,Baseline calibrated,11,29,652,144,508,0.2208588957055214,2055
baseline_30y,Baseline calibrated,20,5,668,62,606,0.092814371257485,2031
baseline_30y,Baseline calibrated,18,8,669,81,588,0.1210762331838565,2034
baseline_30y,Baseline calibrated,16,9,656,91,565,0.1387195121951219,2035
baseline_30y,Baseline calibrated,7,30,694,118,576,0.170028818443804,2056
baseline_30y,Baseline calibrated,17,7,665,81,584,0.1218045112781954,2033
baseline_30y,Baseline calibrated,15,15,658,84,574,0.1276595744680851,2041
baseline_30y,Baseline calibrated,21,1,664,70,594,0.1054216867469879,2027
baseline_30y,Baseline calibrated,14,23,635,97,538,0.152755905511811,2049
baseline_30y,Baseline calibrated,16,10,662,92,570,0.1389728096676737,2036
baseline_30y,Baseline calibrated,17,8,661,82,579,0.124054462934947,2034
baseline_30y,Baseline calibrated,19,12,671,84,587,0.1251862891207153,2038
baseline_30y,Baseline calibrated,17,9,660,81,579,0.1227272727272727,2035
baseline_30y,Baseline calibrated,19,13,668,85,583,0.1272455089820359,2039
baseline_30y,Baseline calibrated,16,11,669,94,575,0.14050822122571,2037
baseline_30y,Baseline calibrated,13,18,686,101,585,0.1472303206997084,2044
baseline_30y,Baseline calibrated,11,30,651,148,503,0.227342549923195,2056
baseline_30y,Baseline calibrated,20,6,670,65,605,0.0970149253731343,2032
baseline_30y,Baseline calibrated,15,16,657,84,573,0.1278538812785388,2042
baseline_30y,Baseline calibrated,16,12,671,92,579,0.1371087928464977,2038
baseline_30y,Baseline calibrated,17,10,660,85,575,0.1287878787878787,2036
baseline_30y,Baseline calibrated,18,9,667,84,583,0.1259370314842578,2035
baseline_30y,Baseline calibrated,14,24,634,98,536,0.1545741324921135,2050
baseline_30y,Baseline calibrated,15,17,663,86,577,0.1297134238310709,2043
baseline_30y,Baseline calibrated,19,14,673,89,584,0.1322436849925705,2040
baseline_30y,Baseline calibrated,16,13,666,91,575,0.1366366366366366,2039
baseline_30y,Baseline calibrated,20,7,674,68,606,0.1008902077151335,2033
baseline_30y,Baseline calibrated,17,11,664,88,576,0.1325301204819277,2037
baseline_30y,Baseline calibrated,21,2,664,71,593,0.1069277108433734,2028
baseline_30y,Baseline calibrated,14,25,633,102,531,0.1611374407582938,2051
baseline_30y,Baseline calibrated,13,19,685,102,583,0.148905109489051,2045
baseline_30y,Baseline calibrated,15,18,657,89,568,0.1354642313546423,2044
baseline_30y,Baseline calibrated,23,0,670,80,590,0.1194029850746268,2026
baseline_30y,Baseline calibrated,22,0,670,68,602,0.1014925373134328,2026
baseline_30y,Baseline calibrated,19,15,677,91,586,0.1344165435745938,2041
baseline_30y,Baseline calibrated,16,14,667,91,576,0.136431784107946,2040
baseline_30y,Baseline calibrated,20,8,679,73,606,0.1075110456553755,2034
baseline_30y,Baseline calibrated,17,12,667,90,577,0.1349325337331334,2038
baseline_30y,Baseline calibrated,18,10,664,87,577,0.1310240963855421,2036
baseline_30y,Baseline calibrated,21,3,662,72,590,0.1087613293051359,2029
baseline_30y,Baseline calibrated,14,26,630,102,528,0.1619047619047619,2052
baseline_30y,Baseline calibrated,20,9,682,76,606,0.1114369501466275,2035
baseline_30y,Baseline calibrated,16,15,672,91,581,0.1354166666666666,2041
baseline_30y,Baseline calibrated,14,27,631,104,527,0.1648177496038035,2053
baseline_30y,Baseline calibrated,20,10,688,80,608,0.1162790697674418,2036
baseline_30y,Baseline calibrated,14,28,625,101,524,0.1616,2054
baseline_30y,Baseline calibrated,16,16,664,90,574,0.1355421686746988,2042
baseline_30y,Baseline calibrated,20,11,686,79,607,0.1151603498542274,2037
baseline_30y,Baseline calibrated,16,17,667,92,575,0.1379310344827586,2043
baseline_30y,Baseline calibrated,14,29,629,105,524,0.1669316375198728,2055
baseline_30y,Baseline calibrated,20,12,694,84,610,0.1210374639769452,2038
baseline_30y,Baseline calibrated,20,13,687,85,602,0.12372634643377,2039
baseline_30y,Baseline calibrated,23,1,668,84,584,0.1257485029940119,2027
baseline_30y,Baseline calibrated,14,30,640,112,528,0.175,2056
baseline_30y,Baseline calibrated,22,1,652,66,586,0.1012269938650306,2027
baseline_30y,Baseline calibrated,17,13,673,94,579,0.1396731054977711,2039
baseline_30y,Baseline calibrated,13,20,685,104,581,0.1518248175182481,2046
baseline_30y,Baseline calibrated,16,18,663,93,570,0.1402714932126696,2044
baseline_30y,Baseline calibrated,20,14,683,87,596,0.1273792093704246,2040
baseline_30y,Baseline calibrated,17,14,679,95,584,0.1399116347569955,2040
baseline_30y,Baseline calibrated,15,19,656,87,569,0.1326219512195122,2045
baseline_30y,Baseline calibrated,24,0,670,66,604,0.0985074626865671,2026
baseline_30y,Baseline calibrated,20,15,691,89,602,0.1287988422575977,2041
baseline_30y,Baseline calibrated,13,21,687,103,584,0.1499272197962154,2047
baseline_30y,Baseline calibrated,18,11,671,92,579,0.1371087928464977,2037
baseline_30y,Baseline calibrated,18,12,671,92,579,0.1371087928464977,2038
baseline_30y,Baseline calibrated,20,16,690,90,600,0.1304347826086956,2042
baseline_30y,Baseline calibrated,15,20,654,88,566,0.1345565749235474,2046
baseline_30y,Baseline calibrated,24,1,666,68,598,0.1021021021021021,2027
baseline_30y,Baseline calibrated,17,15,684,99,585,0.1447368421052631,2041
baseline_30y,Baseline calibrated,21,4,659,74,585,0.1122913505311077,2030
baseline_30y,Baseline calibrated,16,19,665,98,567,0.1473684210526315,2045
baseline_30y,Baseline calibrated,19,16,684,95,589,0.1388888888888889,2042
baseline_30y,Baseline calibrated,18,13,674,93,581,0.1379821958456973,2039
baseline_30y,Baseline calibrated,13,22,683,105,578,0.1537335285505124,2048
baseline_30y,Baseline calibrated,23,2,670,85,585,0.126865671641791,2028
baseline_30y,Baseline calibrated,22,2,651,68,583,0.1044546850998463,2028
baseline_30y,Baseline calibrated,17,16,682,97,585,0.1422287390029325,2042
baseline_30y,Baseline calibrated,20,17,687,91,596,0.1324599708879185,2043
baseline_30y,Baseline calibrated,24,2,663,70,593,0.1055806938159879,2028
baseline_30y,Baseline calibrated,18,14,684,94,590,0.1374269005847953,2040
baseline_30y,Baseline calibrated,23,3,675,87,588,0.1288888888888889,2029
baseline_30y,Baseline calibrated,24,3,660,72,588,0.109090909090909,2029
baseline_30y,Baseline calibrated,18,15,683,96,587,0.1405563689604685,2041
baseline_30y,Baseline calibrated,24,4,660,70,590,0.106060606060606,2030
baseline_30y,Baseline calibrated,18,16,691,99,592,0.1432706222865412,2042
baseline_30y,Baseline calibrated,22,3,653,71,582,0.1087289433384379,2029
baseline_30y,Baseline calibrated,23,4,688,91,597,0.1322674418604651,2030
baseline_30y,Baseline calibrated,22,4,653,71,582,0.1087289433384379,2030
baseline_30y,Baseline calibrated,22,5,652,73,579,0.111963190184049,2031
baseline_30y,Baseline calibrated,22,6,648,74,574,0.1141975308641975,2032
baseline_30y,Baseline calibrated,25,0,670,79,591,0.117910447761194,2026
baseline_30y,Baseline calibrated,21,5,659,77,582,0.1168437025796661,2031
baseline_30y,Baseline calibrated,24,5,656,73,583,0.111280487804878,2031
baseline_30y,Baseline calibrated,15,21,652,89,563,0.1365030674846625,2047
baseline_30y,Baseline calibrated,19,17,687,98,589,0.1426491994177583,2043
baseline_30y,Baseline calibrated,13,23,677,104,573,0.1536189069423929,2049
baseline_30y,Baseline calibrated,20,18,688,90,598,0.1308139534883721,2044
baseline_30y,Baseline calibrated,17,17,688,100,588,0.1453488372093023,2043
baseline_30y,Baseline calibrated,25,1,666,81,585,0.1216216216216216,2027
baseline_30y,Baseline calibrated,23,5,689,90,599,0.1306240928882438,2031
baseline_30y,Baseline calibrated,21,6,659,78,581,0.1183611532625189,2032
baseline_30y,Baseline calibrated,18,17,698,102,596,0.1461318051575931,2043
baseline_30y,Baseline calibrated,22,7,652,76,576,0.1165644171779141,2033
baseline_30y,Baseline calibrated,20,19,686,92,594,0.1341107871720116,2045
baseline_30y,Baseline calibrated,24,6,659,74,585,0.1122913505311077,2032
baseline_30y,Baseline calibrated,18,18,697,106,591,0.152080344332855,2044
baseline_30y,Baseline calibrated,17,18,681,100,581,0.1468428781204111,2044
baseline_30y,Baseline calibrated,16,20,670,102,568,0.1522388059701492,2046
baseline_30y,Baseline calibrated,15,22,645,93,552,0.1441860465116279,2048
baseline_30y,Baseline calibrated,19,18,689,103,586,0.1494920174165457,2044
baseline_30y,Baseline calibrated,21,7,658,82,576,0.1246200607902735,2033
baseline_30y,Baseline calibrated,25,2,668,86,582,0.1287425149700598,2028
baseline_30y,Baseline calibrated,20,20,686,94,592,0.1370262390670553,2046
baseline_30y,Baseline calibrated,24,7,663,77,586,0.1161387631975867,2033
baseline_30y,Baseline calibrated,13,24,674,105,569,0.1557863501483679,2050
baseline_30y,Baseline calibrated,15,23,649,96,553,0.147919876733436,2049
baseline_30y,Baseline calibrated,17,19,681,101,580,0.1483113069016152,2045
baseline_30y,Baseline calibrated,25,3,665,89,576,0.1338345864661654,2029
baseline_30y,Baseline calibrated,22,8,651,75,576,0.1152073732718894,2034
baseline_30y,Baseline calibrated,19,19,690,105,585,0.1521739130434782,2045
baseline_30y,Baseline calibrated,18,19,701,107,594,0.1526390870185449,2045
baseline_30y,Baseline calibrated,23,6,689,94,595,0.1364296081277213,2032
baseline_30y,Baseline calibrated,20,21,682,97,585,0.1422287390029325,2047
baseline_30y,Baseline calibrated,16,21,667,107,560,0.1604197901049475,2047
baseline_30y,Baseline calibrated,25,4,665,91,574,0.1368421052631579,2030
baseline_30y,Baseline calibrated,17,20,682,103,579,0.1510263929618768,2046
baseline_30y,Baseline calibrated,21,8,659,85,574,0.1289833080424886,2034
baseline_30y,Baseline calibrated,23,7,689,94,595,0.1364296081277213,2033
baseline_30y,Baseline calibrated,24,8,665,80,585,0.1203007518796992,2034
baseline_30y,Baseline calibrated,19,20,697,110,587,0.157819225251076,2046
baseline_30y,Baseline calibrated,15,24,642,99,543,0.1542056074766355,2050
baseline_30y,Baseline calibrated,16,22,670,109,561,0.1626865671641791,2048
baseline_30y,Baseline calibrated,20,22,680,98,582,0.1441176470588235,2048
baseline_30y,Baseline calibrated,18,20,704,108,596,0.1534090909090909,2046
baseline_30y,Baseline calibrated,13,25,673,108,565,0.1604754829123328,2051
baseline_30y,Baseline calibrated,24,9,661,85,576,0.1285930408472012,2035
baseline_30y,Baseline calibrated,23,8,687,97,590,0.1411935953420669,2034
baseline_30y,Baseline calibrated,19,21,692,113,579,0.1632947976878612,2047
baseline_30y,Baseline calibrated,25,5,664,94,570,0.1415662650602409,2031
baseline_30y,Baseline calibrated,15,25,637,99,538,0.1554160125588697,2051
baseline_30y,Baseline calibrated,20,23,685,98,587,0.1430656934306569,2049
baseline_30y,Baseline calibrated,18,21,712,113,599,0.1587078651685393,2047
baseline_30y,Baseline calibrated,21,9,664,85,579,0.1280120481927711,2035
baseline_30y,Baseline calibrated,16,23,669,113,556,0.1689088191330343,2049
baseline_30y,Baseline calibrated,13,26,670,110,560,0.1641791044776119,2052
baseline_30y,Baseline calibrated,17,21,685,107,578,0.1562043795620438,2047
baseline_30y,Baseline calibrated,22,9,650,75,575,0.1153846153846153,2035
