scenario,scenario_label,run,step,total_population,muslim_population,non_muslim_population,muslim_share,year
baseline_30y,Baseline calibrated,67,7,662,71,591,0.107250755287009,2033
baseline_30y,Baseline calibrated,64,13,657,101,556,0.1537290715372907,2039
baseline_30y,Baseline calibrated,62,14,683,81,602,0.1185944363103953,2040
baseline_30y,Baseline calibrated,63,8,674,74,600,0.1097922848664688,2034
baseline_30y,Baseline calibrated,59,21,675,109,566,0.1614814814814814,2047
baseline_30y,Baseline calibrated,68,6,653,83,570,0.1271056661562021,2032
baseline_30y,Baseline calibrated,66,1,665,82,583,0.1233082706766917,2027
baseline_30y,Baseline calibrated,47,28,681,127,554,0.1864904552129221,2054
baseline_30y,Baseline calibrated,64,14,656,102,554,0.1554878048780487,2040
baseline_30y,Baseline calibrated,62,15,681,84,597,0.1233480176211453,2041
baseline_30y,Baseline calibrated,67,8,659,71,588,0.1077389984825493,2034
baseline_30y,Baseline calibrated,61,23,686,116,570,0.1690962099125364,2049
baseline_30y,Baseline calibrated,65,3,663,75,588,0.1131221719457013,2029
baseline_30y,Baseline calibrated,63,9,672,80,592,0.119047619047619,2035
baseline_30y,Baseline calibrated,59,22,673,109,564,0.1619613670133729,2048
baseline_30y,Baseline calibrated,69,0,670,55,615,0.0820895522388059,2026
baseline_30y,Baseline calibrated,66,2,666,85,581,0.1276276276276276,2028
baseline_30y,Baseline calibrated,64,15,651,102,549,0.1566820276497695,2041
baseline_30y,Baseline calibrated,68,7,652,85,567,0.1303680981595092,2033
baseline_30y,Baseline calibrated,67,9,658,72,586,0.1094224924012158,2035
baseline_30y,Baseline calibrated,62,16,682,87,595,0.127565982404692,2042
baseline_30y,Baseline calibrated,47,29,684,132,552,0.1929824561403508,2055
baseline_30y,Baseline calibrated,63,10,674,81,593,0.1201780415430267,2036
baseline_30y,Baseline calibrated,61,24,688,118,570,0.1715116279069767,2050
baseline_30y,Baseline calibrated,70,0,670,69,601,0.1029850746268656,2026
baseline_30y,Baseline calibrated,59,23,670,108,562,0.1611940298507462,2049
baseline_30y,Baseline calibrated,65,4,663,81,582,0.1221719457013574,2030
baseline_30y,Baseline calibrated,69,1,671,57,614,0.0849478390461997,2027
baseline_30y,Baseline calibrated,64,16,653,103,550,0.1577335375191424,2042
baseline_30y,Baseline calibrated,66,3,669,89,580,0.1330343796711509,2029
baseline_30y,Baseline calibrated,68,8,661,87,574,0.1316187594553706,2034
baseline_30y,Baseline calibrated,61,25,685,120,565,0.1751824817518248,2051
baseline_30y,Baseline calibrated,69,2,666,58,608,0.087087087087087,2028
baseline_30y,Baseline calibrated,67,10,659,74,585,0.1122913505311077,2036
baseline_30y,Baseline calibrated,70,1,672,69,603,0.1026785714285714,2027
baseline_30y,Baseline calibrated,62,17,684,88,596,0.1286549707602339,2043
baseline_30y,Baseline calibrated,47,30,689,131,558,0.1901306240928882,2056
baseline_30y,Baseline calibrated,63,11,686,88,598,0.1282798833819242,2037
baseline_30y,Baseline calibrated,65,5,664,85,579,0.1280120481927711,2031
baseline_30y,Baseline calibrated,68,9,650,91,559,0.14,2035
baseline_30y,Baseline calibrated,62,18,688,90,598,0.1308139534883721,2044
baseline_30y,Baseline calibrated,59,24,665,110,555,0.1654135338345864,2050
baseline_30y,Baseline calibrated,69,3,659,56,603,0.0849772382397572,2029
baseline_30y,Baseline calibrated,70,2,666,71,595,0.1066066066066066,2028
baseline_30y,Baseline calibrated,67,11,660,75,585,0.1136363636363636,2037
baseline_30y,Baseline calibrated,61,26,687,123,564,0.1790393013100436,2052
baseline_30y,Baseline calibrated,62,19,688,97,591,0.1409883720930232,2045
baseline_30y,Baseline calibrated,59,25,662,111,551,0.1676737160120845,2051
baseline_30y,Baseline calibrated,66,4,669,91,578,0.1360239162929745,2030
baseline_30y,Baseline calibrated,68,10,653,93,560,0.1424196018376722,2036
baseline_30y,Baseline calibrated,69,4,658,56,602,0.0851063829787234,2030
baseline_30y,Baseline calibrated,63,12,688,90,598,0.1308139534883721,2038
baseline_30y,Baseline calibrated,64,17,655,106,549,0.1618320610687023,2043
baseline_30y,Baseline calibrated,65,6,665,87,578,0.1308270676691729,2032
baseline_30y,Baseline calibrated,70,3,671,74,597,0.1102831594634873,2029
baseline_30y,Baseline calibrated,67,12,654,76,578,0.1162079510703364,2038
baseline_30y,Baseline calibrated,61,27,693,129,564,0.1861471861471861,2053
baseline_30y,Baseline calibrated,62,20,691,98,593,0.1418234442836468,2046
baseline_30y,Baseline calibrated,66,5,669,95,574,0.1420029895366218,2031
baseline_30y,Baseline calibrated,68,11,650,98,552,0.1507692307692307,2037
baseline_30y,Baseline calibrated,59,26,669,113,556,0.1689088191330343,2052
baseline_30y,Baseline calibrated,69,5,663,57,606,0.085972850678733,2031
baseline_30y,Baseline calibrated,71,0,670,62,608,0.0925373134328358,2026
baseline_30y,Baseline calibrated,65,7,661,91,570,0.1376701966717095,2033
baseline_30y,Baseline calibrated,64,18,656,108,548,0.1646341463414634,2044
baseline_30y,Baseline calibrated,63,13,697,95,602,0.1362984218077474,2039
baseline_30y,Baseline calibrated,70,4,677,77,600,0.1137370753323486,2030
baseline_30y,Baseline calibrated,67,13,664,80,584,0.1204819277108433,2039
baseline_30y,Baseline calibrated,61,28,695,131,564,0.1884892086330935,2054
baseline_30y,Baseline calibrated,62,21,690,99,591,0.1434782608695652,2047
baseline_30y,Baseline calibrated,66,6,666,94,572,0.1411411411411411,2032
baseline_30y,Baseline calibrated,68,12,649,98,551,0.1510015408320493,2038
baseline_30y,Baseline calibrated,59,27,659,115,544,0.1745068285280728,2053
baseline_30y,Baseline calibrated,69,6,666,59,607,0.0885885885885885,2032
baseline_30y,Baseline calibrated,71,1,665,62,603,0.0932330827067669,2027
baseline_30y,Baseline calibrated,68,13,657,105,552,0.1598173515981735,2039
baseline_30y,Baseline calibrated,59,28,661,116,545,0.1754916792738275,2054
baseline_30y,Baseline calibrated,70,5,684,81,603,0.1184210526315789,2031
baseline_30y,Baseline calibrated,64,19,649,109,540,0.1679506933744222,2045
baseline_30y,Baseline calibrated,69,7,671,63,608,0.0938897168405365,2033
baseline_30y,Baseline calibrated,66,7,664,96,568,0.144578313253012,2033
baseline_30y,Baseline calibrated,62,22,685,102,583,0.148905109489051,2048
baseline_30y,Baseline calibrated,71,2,662,65,597,0.0981873111782477,2028
baseline_30y,Baseline calibrated,68,14,663,108,555,0.1628959276018099,2040
baseline_30y,Baseline calibrated,70,6,689,82,607,0.1190130624092888,2032
baseline_30y,Baseline calibrated,69,8,675,67,608,0.0992592592592592,2034
baseline_30y,Baseline calibrated,64,20,651,110,541,0.1689708141321044,2046
baseline_30y,Baseline calibrated,59,29,665,118,547,0.1774436090225564,2055
baseline_30y,Baseline calibrated,66,8,663,97,566,0.1463046757164404,2034
baseline_30y,Baseline calibrated,62,23,682,101,581,0.1480938416422287,2049
baseline_30y,Baseline calibrated,68,15,671,111,560,0.1654247391952309,2041
baseline_30y,Baseline calibrated,69,9,674,66,608,0.0979228486646884,2035
baseline_30y,Baseline calibrated,59,30,660,119,541,0.1803030303030303,2056
baseline_30y,Baseline calibrated,66,9,663,96,567,0.1447963800904977,2035
baseline_30y,Baseline calibrated,64,21,651,113,538,0.17357910906298,2047
baseline_30y,Baseline calibrated,62,24,672,104,568,0.1547619047619047,2050
baseline_30y,Baseline calibrated,69,10,676,65,611,0.0961538461538461,2036
baseline_30y,Baseline calibrated,68,16,672,113,559,0.1681547619047619,2042
baseline_30y,Baseline calibrated,62,25,672,104,568,0.1547619047619047,2051
baseline_30y,Baseline calibrated,66,10,660,99,561,0.15,2036
baseline_30y,Baseline calibrated,64,22,647,115,532,0.1777434312210201,2048
baseline_30y,Baseline calibrated,70,7,691,83,608,0.1201157742402315,2033
baseline_30y,Baseline calibrated,68,17,666,115,551,0.1726726726726726,2043
baseline_30y,Baseline calibrated,69,11,677,65,612,0.0960118168389955,2037
baseline_30y,Baseline calibrated,65,8,658,94,564,0.1428571428571428,2034
baseline_30y,Baseline calibrated,63,14,701,97,604,0.1383737517831669,2040
baseline_30y,Baseline calibrated,61,29,694,134,560,0.1930835734870317,2055
baseline_30y,Baseline calibrated,62,26,674,108,566,0.1602373887240356,2052
baseline_30y,Baseline calibrated,66,11,655,102,553,0.1557251908396946,2037
baseline_30y,Baseline calibrated,67,14,667,84,583,0.1259370314842578,2040
baseline_30y,Baseline calibrated,70,8,698,84,614,0.1203438395415472,2034
baseline_30y,Baseline calibrated,68,18,671,120,551,0.1788375558867362,2044
baseline_30y,Baseline calibrated,71,3,657,65,592,0.0989345509893455,2029
baseline_30y,Baseline calibrated,64,23,636,117,519,0.1839622641509433,2049
baseline_30y,Baseline calibrated,69,12,682,68,614,0.0997067448680351,2038
baseline_30y,Baseline calibrated,61,30,698,139,559,0.1991404011461318,2056
baseline_30y,Baseline calibrated,63,15,705,101,604,0.1432624113475177,2041
baseline_30y,Baseline calibrated,66,12,656,106,550,0.1615853658536585,2038
baseline_30y,Baseline calibrated,65,9,665,96,569,0.1443609022556391,2035
baseline_30y,Baseline calibrated,67,15,667,86,581,0.128935532233883,2041
baseline_30y,Baseline calibrated,72,0,670,72,598,0.1074626865671641,2026
baseline_30y,Baseline calibrated,62,27,678,108,570,0.1592920353982301,2053
baseline_30y,Baseline calibrated,70,9,699,87,612,0.1244635193133047,2035
baseline_30y,Baseline calibrated,68,19,676,120,556,0.1775147928994082,2045
baseline_30y,Baseline calibrated,71,4,657,66,591,0.1004566210045662,2030
baseline_30y,Baseline calibrated,69,13,685,72,613,0.1051094890510948,2039
baseline_30y,Baseline calibrated,70,10,709,88,621,0.1241184767277856,2036
baseline_30y,Baseline calibrated,66,13,649,108,541,0.1664098613251155,2039
baseline_30y,Baseline calibrated,64,24,628,117,511,0.1863057324840764,2050
baseline_30y,Baseline calibrated,68,20,675,121,554,0.1792592592592592,2046
baseline_30y,Baseline calibrated,72,1,666,73,593,0.1096096096096096,2027
baseline_30y,Baseline calibrated,63,16,706,105,601,0.1487252124645892,2042
baseline_30y,Baseline calibrated,62,28,676,108,568,0.1597633136094674,2054
baseline_30y,Baseline calibrated,65,10,666,98,568,0.1471471471471471,2036
baseline_30y,Baseline calibrated,69,14,688,75,613,0.1090116279069767,2040
baseline_30y,Baseline calibrated,70,11,713,90,623,0.126227208976157,2037
baseline_30y,Baseline calibrated,72,2,667,76,591,0.1139430284857571,2028
baseline_30y,Baseline calibrated,66,14,646,112,534,0.1733746130030959,2040
baseline_30y,Baseline calibrated,62,29,678,112,566,0.1651917404129793,2055
baseline_30y,Baseline calibrated,64,25,626,120,506,0.1916932907348242,2051
baseline_30y,Baseline calibrated,68,21,671,120,551,0.1788375558867362,2047
baseline_30y,Baseline calibrated,73,0,670,61,609,0.0910447761194029,2026
baseline_30y,Baseline calibrated,71,5,655,69,586,0.1053435114503816,2031
baseline_30y,Baseline calibrated,67,16,666,87,579,0.1306306306306306,2042
baseline_30y,Baseline calibrated,63,17,714,109,605,0.1526610644257703,2043
baseline_30y,Baseline calibrated,65,11,672,100,572,0.1488095238095238,2037
baseline_30y,Baseline calibrated,69,15,683,77,606,0.1127379209370424,2041
baseline_30y,Baseline calibrated,66,15,648,116,532,0.1790123456790123,2041
baseline_30y,Baseline calibrated,72,3,660,78,582,0.1181818181818181,2029
baseline_30y,Baseline calibrated,62,30,679,115,564,0.1693667157584683,2056
baseline_30y,Baseline calibrated,70,12,709,93,616,0.1311706629055007,2038
baseline_30y,Baseline calibrated,64,26,624,123,501,0.1971153846153846,2052
baseline_30y,Baseline calibrated,68,22,677,123,554,0.1816838995568685,2048
baseline_30y,Baseline calibrated,73,1,669,62,607,0.0926756352765321,2027
baseline_30y,Baseline calibrated,67,17,665,88,577,0.1323308270676691,2043
baseline_30y,Baseline calibrated,71,6,653,71,582,0.1087289433384379,2032
baseline_30y,Baseline calibrated,63,18,719,112,607,0.1557719054242002,2044
baseline_30y,Baseline calibrated,69,16,685,82,603,0.1197080291970802,2042
baseline_30y,Baseline calibrated,66,16,651,121,530,0.1858678955453149,2042
baseline_30y,Baseline calibrated,65,12,678,105,573,0.1548672566371681,2038
baseline_30y,Baseline calibrated,72,4,656,83,573,0.1265243902439024,2030
baseline_30y,Baseline calibrated,70,13,711,95,616,0.1336146272855133,2039
baseline_30y,Baseline calibrated,68,23,675,124,551,0.1837037037037037,2049
baseline_30y,Baseline calibrated,64,27,616,126,490,0.2045454545454545,2053
baseline_30y,Baseline calibrated,71,7,652,71,581,0.1088957055214723,2033
baseline_30y,Baseline calibrated,67,18,666,91,575,0.1366366366366366,2044
baseline_30y,Baseline calibrated,74,0,670,51,619,0.0761194029850746,2026
baseline_30y,Baseline calibrated,65,13,680,105,575,0.1544117647058823,2039
baseline_30y,Baseline calibrated,72,5,657,85,572,0.1293759512937595,2031
baseline_30y,Baseline calibrated,66,17,646,123,523,0.1904024767801857,2043
baseline_30y,Baseline calibrated,69,17,688,83,605,0.1206395348837209,2043
baseline_30y,Baseline calibrated,73,2,665,64,601,0.0962406015037594,2028
baseline_30y,Baseline calibrated,68,24,670,128,542,0.191044776119403,2050
baseline_30y,Baseline calibrated,64,28,618,130,488,0.2103559870550161,2054
baseline_30y,Baseline calibrated,70,14,717,97,620,0.1352859135285913,2040
baseline_30y,Baseline calibrated,67,19,659,92,567,0.1396054628224582,2045
baseline_30y,Baseline calibrated,68,25,670,128,542,0.191044776119403,2051
baseline_30y,Baseline calibrated,66,18,649,128,521,0.197226502311248,2044
baseline_30y,Baseline calibrated,74,1,671,55,616,0.081967213114754,2027
baseline_30y,Baseline calibrated,69,18,689,87,602,0.1262699564586357,2044
baseline_30y,Baseline calibrated,65,14,681,107,574,0.1571218795888399,2040
baseline_30y,Baseline calibrated,73,3,666,67,599,0.1006006006006006,2029
baseline_30y,Baseline calibrated,72,6,652,84,568,0.1288343558282208,2032
baseline_30y,Baseline calibrated,64,29,614,133,481,0.2166123778501628,2055
baseline_30y,Baseline calibrated,70,15,725,102,623,0.1406896551724138,2041
baseline_30y,Baseline calibrated,71,8,657,74,583,0.1126331811263318,2034
baseline_30y,Baseline calibrated,67,20,659,97,562,0.1471927162367223,2046
baseline_30y,Baseline calibrated,66,19,654,132,522,0.2018348623853211,2045
baseline_30y,Baseline calibrated,74,2,669,58,611,0.0866965620328849,2028
baseline_30y,Baseline calibrated,68,26,674,134,540,0.1988130563798219,2052
baseline_30y,Baseline calibrated,65,15,676,111,565,0.1642011834319526,2041
baseline_30y,Baseline calibrated,69,19,693,89,604,0.1284271284271284,2045
baseline_30y,Baseline calibrated,72,7,643,86,557,0.1337480559875583,2033
baseline_30y,Baseline calibrated,70,16,726,105,621,0.1446280991735537,2042
baseline_30y,Baseline calibrated,67,21,665,97,568,0.1458646616541353,2047
baseline_30y,Baseline calibrated,71,9,657,74,583,0.1126331811263318,2035
baseline_30y,Baseline calibrated,66,20,649,135,514,0.2080123266563944,2046
baseline_30y,Baseline calibrated,73,4,669,67,602,0.1001494768310911,2030
baseline_30y,Baseline calibrated,64,30,618,135,483,0.2184466019417475,2056
baseline_30y,Baseline calibrated,63,19,713,112,601,0.1570827489481066,2045
baseline_30y,Baseline calibrated,72,8,650,88,562,0.1353846153846153,2034
baseline_30y,Baseline calibrated,68,27,678,135,543,0.1991150442477876,2053
baseline_30y,Baseline calibrated,69,20,693,89,604,0.1284271284271284,2046
baseline_30y,Baseline calibrated,65,16,679,118,561,0.1737849779086892,2042
baseline_30y,Baseline calibrated,70,17,732,107,625,0.1461748633879781,2043
baseline_30y,Baseline calibrated,74,3,660,55,605,0.0833333333333333,2029
baseline_30y,Baseline calibrated,67,22,670,100,570,0.1492537313432835,2048
baseline_30y,Baseline calibrated,66,21,651,138,513,0.2119815668202765,2047
baseline_30y,Baseline calibrated,71,10,654,75,579,0.1146788990825688,2036
baseline_30y,Baseline calibrated,70,18,727,107,620,0.1471801925722145,2044
baseline_30y,Baseline calibrated,73,5,665,67,598,0.1007518796992481,2031
baseline_30y,Baseline calibrated,72,9,656,90,566,0.1371951219512195,2035
baseline_30y,Baseline calibrated,68,28,686,140,546,0.2040816326530612,2054
baseline_30y,Baseline calibrated,69,21,690,90,600,0.1304347826086956,2047
baseline_30y,Baseline calibrated,65,17,683,121,562,0.1771595900439238,2043
baseline_30y,Baseline calibrated,63,20,712,114,598,0.1601123595505618,2046
baseline_30y,Baseline calibrated,67,23,667,100,567,0.1499250374812593,2049
baseline_30y,Baseline calibrated,74,4,659,60,599,0.0910470409711684,2030
baseline_30y,Baseline calibrated,73,6,666,71,595,0.1066066066066066,2032
baseline_30y,Baseline calibrated,71,11,653,77,576,0.11791730474732,2037
baseline_30y,Baseline calibrated,70,19,730,105,625,0.1438356164383561,2045
baseline_30y,Baseline calibrated,69,22,689,93,596,0.1349782293178519,2048
baseline_30y,Baseline calibrated,72,10,658,98,560,0.1489361702127659,2036
baseline_30y,Baseline calibrated,67,24,669,104,565,0.1554559043348281,2050
baseline_30y,Baseline calibrated,65,18,686,126,560,0.1836734693877551,2044
baseline_30y,Baseline calibrated,75,0,670,64,606,0.0955223880597015,2026
baseline_30y,Baseline calibrated,63,21,713,117,596,0.1640953716690042,2047
baseline_30y,Baseline calibrated,68,29,686,145,541,0.2113702623906705,2055
baseline_30y,Baseline calibrated,73,7,657,70,587,0.106544901065449,2033
baseline_30y,Baseline calibrated,74,5,661,63,598,0.0953101361573373,2031
baseline_30y,Baseline calibrated,70,20,733,110,623,0.1500682128240109,2046
baseline_30y,Baseline calibrated,71,12,647,77,570,0.1190108191653786,2038
baseline_30y,Baseline calibrated,66,22,646,139,507,0.2151702786377708,2048
baseline_30y,Baseline calibrated,69,23,682,94,588,0.1378299120234604,2049
baseline_30y,Baseline calibrated,67,25,673,104,569,0.1545319465081723,2051
baseline_30y,Baseline calibrated,65,19,682,127,555,0.1862170087976539,2045
baseline_30y,Baseline calibrated,72,11,659,100,559,0.1517450682852807,2037
baseline_30y,Baseline calibrated,68,30,684,147,537,0.2149122807017544,2056
baseline_30y,Baseline calibrated,75,1,670,68,602,0.1014925373134328,2027
baseline_30y,Baseline calibrated,73,8,657,74,583,0.1126331811263318,2034
baseline_30y,Baseline calibrated,63,22,718,123,595,0.1713091922005571,2048
baseline_30y,Baseline calibrated,74,6,656,62,594,0.0945121951219512,2032
baseline_30y,Baseline calibrated,70,21,740,111,629,0.15,2047
baseline_30y,Baseline calibrated,67,26,672,108,564,0.1607142857142857,2052
baseline_30y,Baseline calibrated,69,24,681,97,584,0.1424375917767988,2050
baseline_30y,Baseline calibrated,66,23,645,141,504,0.2186046511627907,2049
baseline_30y,Baseline calibrated,71,13,650,79,571,0.1215384615384615,2039
baseline_30y,Baseline calibrated,65,20,680,126,554,0.1852941176470588,2046
baseline_30y,Baseline calibrated,72,12,662,107,555,0.161631419939577,2038
baseline_30y,Baseline calibrated,63,23,722,126,596,0.1745152354570637,2049
baseline_30y,Baseline calibrated,75,2,671,73,598,0.1087928464977645,2028
baseline_30y,Baseline calibrated,70,22,742,111,631,0.1495956873315364,2048
baseline_30y,Baseline calibrated,74,7,662,64,598,0.0966767371601208,2033
baseline_30y,Baseline calibrated,69,25,679,98,581,0.1443298969072164,2051
baseline_30y,Baseline calibrated,73,9,656,79,577,0.1204268292682926,2035
baseline_30y,Baseline calibrated,66,24,641,145,496,0.2262090483619344,2050
baseline_30y,Baseline calibrated,71,14,653,81,572,0.1240428790199081,2040
baseline_30y,Baseline calibrated,72,13,657,110,547,0.167427701674277,2039
baseline_30y,Baseline calibrated,65,21,683,128,555,0.1874084919472913,2047
baseline_30y,Baseline calibrated,74,8,666,67,599,0.1006006006006006,2034
baseline_30y,Baseline calibrated,75,3,665,74,591,0.1112781954887218,2029
baseline_30y,Baseline calibrated,67,27,678,109,569,0.1607669616519174,2053
baseline_30y,Baseline calibrated,70,23,745,116,629,0.1557046979865771,2049
baseline_30y,Baseline calibrated,73,10,655,80,575,0.1221374045801526,2036
baseline_30y,Baseline calibrated,69,26,683,99,584,0.1449487554904831,2052
baseline_30y,Baseline calibrated,66,25,638,148,490,0.231974921630094,2051
baseline_30y,Baseline calibrated,63,24,723,128,595,0.1770401106500691,2050
baseline_30y,Baseline calibrated,67,28,670,109,561,0.1626865671641791,2054
baseline_30y,Baseline calibrated,74,9,665,68,597,0.1022556390977443,2035
baseline_30y,Baseline calibrated,76,0,670,69,601,0.1029850746268656,2026
baseline_30y,Baseline calibrated,73,11,654,83,571,0.1269113149847094,2037
baseline_30y,Baseline calibrated,65,22,686,132,554,0.1924198250728863,2048
baseline_30y,Baseline calibrated,72,14,660,115,545,0.1742424242424242,2040
baseline_30y,Baseline calibrated,75,4,661,74,587,0.1119515885022692,2030
baseline_30y,Baseline calibrated,70,24,737,119,618,0.1614654002713704,2050
baseline_30y,Baseline calibrated,71,15,656,82,574,0.125,2041
baseline_30y,Baseline calibrated,69,27,678,100,578,0.1474926253687315,2053
baseline_30y,Baseline calibrated,67,29,669,110,559,0.1644245142002989,2055
baseline_30y,Baseline calibrated,66,26,640,153,487,0.2390625,2052
baseline_30y,Baseline calibrated,73,12,649,87,562,0.1340523882896764,2038
baseline_30y,Baseline calibrated,74,10,673,70,603,0.1040118870728083,2036
baseline_30y,Baseline calibrated,76,1,664,70,594,0.1054216867469879,2027
baseline_30y,Baseline calibrated,63,25,717,130,587,0.1813110181311018,2051
baseline_30y,Baseline calibrated,65,23,679,129,550,0.1899852724594992,2049
baseline_30y,Baseline calibrated,69,28,684,101,583,0.1476608187134503,2054
baseline_30y,Baseline calibrated,75,5,666,76,590,0.1141141141141141,2031
baseline_30y,Baseline calibrated,72,15,665,116,549,0.1744360902255639,2041
baseline_30y,Baseline calibrated,67,30,670,112,558,0.1671641791044776,2056
baseline_30y,Baseline calibrated,66,27,630,154,476,0.2444444444444444,2053
baseline_30y,Baseline calibrated,70,25,740,122,618,0.1648648648648648,2051
baseline_30y,Baseline calibrated,71,16,648,85,563,0.1311728395061728,2042
baseline_30y,Baseline calibrated,74,11,676,75,601,0.1109467455621301,2037
baseline_30y,Baseline calibrated,73,13,652,89,563,0.1365030674846625,2039
baseline_30y,Baseline calibrated,65,24,681,131,550,0.1923641703377386,2050
baseline_30y,Baseline calibrated,63,26,715,133,582,0.186013986013986,2052
baseline_30y,Baseline calibrated,69,29,678,103,575,0.1519174041297935,2055
baseline_30y,Baseline calibrated,75,6,662,78,584,0.1178247734138972,2032
baseline_30y,Baseline calibrated,66,28,638,159,479,0.2492163009404388,2054
baseline_30y,Baseline calibrated,76,2,662,72,590,0.1087613293051359,2028
baseline_30y,Baseline calibrated,72,16,668,118,550,0.1766467065868263,2042
baseline_30y,Baseline calibrated,70,26,746,124,622,0.1662198391420911,2052
baseline_30y,Baseline calibrated,74,12,673,77,596,0.1144130757800891,2038
baseline_30y,Baseline calibrated,69,30,680,103,577,0.1514705882352941,2056
baseline_30y,Baseline calibrated,71,17,653,90,563,0.1378254211332312,2043
baseline_30y,Baseline calibrated,63,27,717,133,584,0.1854951185495118,2053
baseline_30y,Baseline calibrated,65,25,676,132,544,0.1952662721893491,2051
baseline_30y,Baseline calibrated,66,29,640,163,477,0.2546875,2055
