scenario,scenario_label,step,year,runs,mean_share,p10_share,p50_share,p90_share,mean_total_population,p10_total_population,p50_total_population,p90_total_population
high_inflow_share_120y,High Muslim inflow share (70%),57,2083,200,0.3616371558128259,0.3159306612283316,0.3607293030152092,0.4085959793296128,693.56,634.9,690.5,757.3
high_inflow_share_120y,High Muslim inflow share (70%),58,2084,200,0.36664500488700286,0.3213167394874655,0.3663833988072217,0.4166913946587537,694.7,633.8,689.5,760.2
high_inflow_share_120y,High Muslim inflow share (70%),59,2085,200,0.37171430490714047,0.3286387817361268,0.37174487495643654,0.4230394726300971,695.74,631.0,690.0,763.3
high_inflow_share_120y,High Muslim inflow share (70%),60,2086,200,0.37691515698842304,0.33368414204709995,0.3759632097844521,0.4260249284613691,697.195,631.0,692.0,767.2
high_inflow_share_120y,High Muslim inflow share (70%),61,2087,200,0.3822186447682255,0.3376598324514991,0.38109053696869977,0.43324410409325015,698.625,631.9,693.5,771.2
high_inflow_share_120y,High Muslim inflow share (70%),62,2088,200,0.3875705072671905,0.3406278233335341,0.38544511294448247,0.43939822521496424,700.015,631.9,695.0,771.3
high_inflow_share_120y,High Muslim inflow share (70%),63,2089,200,0.39281245324324365,0.3438546345447121,0.3908062273608722,0.44400776322173696,701.35,632.9,697.5,771.1
high_inflow_share_120y,High Muslim inflow share (70%),64,2090,200,0.39816959918274347,0.3500930885811341,0.39730715005035244,0.45076158722629994,702.7,635.9,699.5,776.1
high_inflow_share_120y,High Muslim inflow share (70%),65,2091,200,0.4038434607741126,0.3554883062858248,0.40318083547505834,0.45701023391812856,704.34,635.8,700.0,779.4
high_inflow_share_120y,High Muslim inflow share (70%),66,2092,200,0.4090613759345512,0.3590252862796182,0.40930784638591455,0.46115966145116294,705.715,636.0,699.5,785.0
high_inflow_share_120y,High Muslim inflow share (70%),67,2093,200,0.4142943937227811,0.3629263977734868,0.41306802670439036,0.4666666666666667,706.86,635.9,699.0,785.5
high_inflow_share_120y,High Muslim inflow share (70%),68,2094,200,0.419474124428723,0.36936418347430056,0.417764869082712,0.4764272167497973,708.295,635.9,702.5,790.3
high_inflow_share_120y,High Muslim inflow share (70%),69,2095,200,0.4247007541145342,0.37374238875878224,0.4226980128743353,0.48178730246463836,709.965,633.8,704.0,795.1
high_inflow_share_120y,High Muslim inflow share (70%),70,2096,200,0.429726023571784,0.3788875550220088,0.42735081922600215,0.4851876640419947,711.85,634.8,708.0,800.1
high_inflow_share_120y,High Muslim inflow share (70%),71,2097,200,0.4348254695484375,0.38314108607996145,0.4330180104088741,0.4928331491328071,714.085,637.8,710.5,802.5
high_inflow_share_120y,High Muslim inflow share (70%),72,2098,200,0.4399209011260238,0.3852411096012992,0.43710200884113926,0.49785373608903016,716.24,639.0,713.5,803.2
high_inflow_share_120y,High Muslim inflow share (70%),73,2099,200,0.4453440421836941,0.39138323975515404,0.44180769095450867,0.5041359479212429,718.115,644.4,717.0,807.3
high_inflow_share_120y,High Muslim inflow share (70%),74,2100,200,0.45060189012708535,0.3914455329776853,0.4467328470687933,0.51082268346105,720.28,640.9,717.5,812.8
high_inflow_share_120y,High Muslim inflow share (70%),75,2101,200,0.455787034810502,0.4015174598256169,0.4520742132294646,0.5170487081745023,722.75,640.9,720.0,820.2
high_inflow_share_120y,High Muslim inflow share (70%),76,2102,200,0.46084556416145234,0.4056534088448982,0.4567468830417037,0.5203478443940208,725.2,642.9,722.5,819.2
high_inflow_share_120y,High Muslim inflow share (70%),77,2103,200,0.4657800705609339,0.412078268811916,0.4642352712255051,0.5265286109829257,727.925,644.6,724.0,822.1
high_inflow_share_120y,High Muslim inflow share (70%),78,2104,200,0.47087250840317657,0.41637288376724996,0.468933312750849,0.530984959104694,730.585,648.6,729.0,825.1
high_inflow_share_120y,High Muslim inflow share (70%),79,2105,200,0.4759836001888344,0.4208138698592818,0.4742389241811732,0.5368031240190008,733.26,650.4,732.5,828.5999999999999
high_inflow_share_120y,High Muslim inflow share (70%),80,2106,200,0.4809339264936528,0.42369705956815795,0.47895730834990746,0.541947583867443,735.125,649.3000000000001,734.0,833.5
high_inflow_share_120y,High Muslim inflow share (70%),81,2107,200,0.4857615320257694,0.4273111310552808,0.4812210830068836,0.5454545454545454,738.0,645.5,736.0,844.1
high_inflow_share_120y,High Muslim inflow share (70%),82,2108,200,0.49060519104644307,0.4333039454621009,0.4878408581951637,0.5493217382059287,740.395,649.5,738.5,844.2
high_inflow_share_120y,High Muslim inflow share (70%),83,2109,200,0.49584122429061717,0.4378585223993251,0.4925674454108997,0.556599463204544,742.685,649.0,740.5,845.6999999999999
high_inflow_share_120y,High Muslim inflow share (70%),84,2110,200,0.500770119680456,0.4456654124544781,0.49673535274375175,0.5597288704823539,745.085,652.9,742.5,855.5
high_inflow_share_120y,High Muslim inflow share (70%),85,2111,200,0.5058892145226358,0.45,0.504587562707962,0.5654427878385908,747.57,656.7,744.0,858.4
high_inflow_share_120y,High Muslim inflow share (70%),86,2112,200,0.5104350768904486,0.4544032805429864,0.5093732866099312,0.5718219041787846,749.75,657.9,746.5,857.4
high_inflow_share_120y,High Muslim inflow share (70%),87,2113,200,0.515272907482246,0.4586190480112677,0.513119124054116,0.5771428571428572,752.15,656.0,750.0,862.2
high_inflow_share_120y,High Muslim inflow share (70%),88,2114,200,0.5199068898963778,0.46693628281459254,0.5162746332790042,0.5812289768209895,754.565,659.0,751.0,865.3
high_inflow_share_120y,High Muslim inflow share (70%),89,2115,200,0.5246767707392794,0.471934593509535,0.5200786186423632,0.5873018470890811,758.15,661.5,755.0,867.2
high_inflow_share_120y,High Muslim inflow share (70%),90,2116,200,0.5290847239072572,0.47519112670760744,0.5261746852821785,0.5915058502711101,760.93,662.8,758.0,872.1
high_inflow_share_120y,High Muslim inflow share (70%),91,2117,200,0.5341531626525928,0.4816811025464073,0.5310246853232311,0.5962394669047257,764.17,663.0,758.5,875.0
high_inflow_share_120y,High Muslim inflow share (70%),92,2118,200,0.5388958248161966,0.4847978414714279,0.5340830866662077,0.6011339591684572,767.16,665.9,763.0,882.1
high_inflow_share_120y,High Muslim inflow share (70%),93,2119,200,0.5436950397335438,0.4907913087326068,0.5405237537760241,0.605186339899869,770.58,668.8,767.5,886.1
high_inflow_share_120y,High Muslim inflow share (70%),94,2120,200,0.5483369210552881,0.49447875324339396,0.5468021226085742,0.6101905208754141,773.81,667.9,770.5,888.2
high_inflow_share_120y,High Muslim inflow share (70%),95,2121,200,0.5532997162131847,0.49722426865850516,0.5518124532872865,0.6134192507735861,776.715,669.7,773.0,888.4
high_inflow_share_120y,High Muslim inflow share (70%),96,2122,200,0.5579621395596734,0.5022357498616491,0.5567365371011037,0.6191018548649528,780.38,671.7,777.5,896.3
high_inflow_share_120y,High Muslim inflow share (70%),97,2123,200,0.562136823965997,0.5055314408771249,0.5611128048780488,0.6233649902870709,783.62,670.9,780.0,902.1
high_inflow_share_120y,High Muslim inflow share (70%),98,2124,200,0.5668937969292472,0.509488249234719,0.5670159274337547,0.6290966810966812,787.005,676.9,781.5,904.3
high_inflow_share_120y,High Muslim inflow share (70%),99,2125,200,0.571601599142271,0.5138994233212785,0.5712971170592229,0.6342337803911205,790.77,679.0,784.5,910.1
high_inflow_share_120y,High Muslim inflow share (70%),100,2126,200,0.5761394642907224,0.5152163152163152,0.5772157184983333,0.6373858449478871,794.135,680.0,790.5,912.3
high_inflow_share_120y,High Muslim inflow share (70%),101,2127,200,0.5809709065362911,0.5186002254211756,0.5816177984295503,0.643773419538405,797.895,681.0,795.0,919.4
high_inflow_share_120y,High Muslim inflow share (70%),102,2128,200,0.5852005145222072,0.5193302273971495,0.5857919910835966,0.6456027932628404,801.815,685.9,798.0,926.5
high_inflow_share_120y,High Muslim inflow share (70%),103,2129,200,0.5900758408606923,0.5243770188487766,0.5903481120695542,0.6500111404706065,805.905,685.0,802.5,934.1
high_inflow_share_120y,High Muslim inflow share (70%),104,2130,200,0.5943245214277292,0.5283542963061035,0.5953467481135466,0.6536659967361245,809.51,692.9,808.5,937.2
high_inflow_share_120y,High Muslim inflow share (70%),105,2131,200,0.5991537995798552,0.5327106607636934,0.6008981905530857,0.6579095002583598,813.57,695.9,810.5,936.6999999999999
high_inflow_share_120y,High Muslim inflow share (70%),106,2132,200,0.6037718335217029,0.5365857826384143,0.6051941327556019,0.6637072676626995,817.825,696.9,812.5,940.5999999999999
high_inflow_share_120y,High Muslim inflow share (70%),107,2133,200,0.608406952589286,0.541788915387626,0.6106680020090286,0.6647270635053819,821.895,700.7,819.0,941.2
high_inflow_share_120y,High Muslim inflow share (70%),108,2134,200,0.612281012415754,0.5473371498950826,0.6145930145405487,0.669492046200472,826.26,700.9,823.0,950.1
high_inflow_share_120y,High Muslim inflow share (70%),109,2135,200,0.6163943628467775,0.5479131953506113,0.6182811906835488,0.6724230876475509,831.34,703.9,828.5,958.4
high_inflow_share_120y,High Muslim inflow share (70%),110,2136,200,0.6205437327340707,0.5526695684507535,0.6214479234656147,0.6777878410506056,836.52,706.0,831.5,971.4
high_inflow_share_120y,High Muslim inflow share (70%),111,2137,200,0.6249010968149136,0.5538593801250579,0.6264811462346624,0.6829794238683128,841.38,708.8,836.5,975.3
high_inflow_share_120y,High Muslim inflow share (70%),112,2138,200,0.6286248020162769,0.557878374453178,0.6302157758315873,0.6865879510785997,846.305,710.0,843.0,980.0999999999999
high_inflow_share_120y,High Muslim inflow share (70%),113,2139,200,0.6327567572951676,0.5631604584527221,0.6344355241784331,0.6915141543454743,851.54,713.9,847.5,991.1
high_inflow_share_120y,High Muslim inflow share (70%),114,2140,200,0.6366730955955792,0.5703963506207449,0.6399257425742575,0.6962874545633166,856.645,717.9,856.5,993.0999999999999
high_inflow_share_120y,High Muslim inflow share (70%),115,2141,200,0.6411294799408825,0.575284060823901,0.644844330191374,0.7001235981345969,861.815,722.0,863.0,999.9
high_inflow_share_120y,High Muslim inflow share (70%),116,2142,200,0.6450516023526894,0.5785501066098081,0.6482520043391842,0.7029363526298007,866.7,724.7,867.5,1007.3
high_inflow_share_120y,High Muslim inflow share (70%),117,2143,200,0.6490875783784612,0.587291165624499,0.6529038007051258,0.7061709529981581,872.19,728.6,875.5,1014.5
high_inflow_share_120y,High Muslim inflow share (70%),118,2144,200,0.6533817011538531,0.5924571873378308,0.6578003236049508,0.7115123017064585,877.605,735.4,878.5,1015.3
high_inflow_share_120y,High Muslim inflow share (70%),119,2145,200,0.6575881277354806,0.5963744070821043,0.6607458326774064,0.715328694378319,882.615,738.8,884.0,1020.4999999999999
high_inflow_share_120y,High Muslim inflow share (70%),120,2146,200,0.6617694661597159,0.5999730686404134,0.6653213000743704,0.71834938985228,887.835,748.6,888.5,1034.1
no_migration_120y,No migration counterfactual,0,2026,200,0.09991044776119398,0.0850746268656716,0.1,0.1134328358208955,670.0,670.0,670.0,670.0
no_migration_120y,No migration counterfactual,1,2027,200,0.10068828535189368,0.08542218252575837,0.10075210752921596,0.1149654610105768,664.46,659.0,664.5,670.0
no_migration_120y,No migration counterfactual,2,2028,200,0.10143437145638606,0.08553766532489929,0.1018237082066869,0.11713472871367606,660.935,654.0,661.0,669.0
no_migration_120y,No migration counterfactual,3,2029,200,0.10217469845105681,0.08628884333189468,0.10227285771681105,0.1174698795180722,657.69,648.9,658.0,667.0
no_migration_120y,No migration counterfactual,4,2030,200,0.10302262949390938,0.08736361632563086,0.1027812218551194,0.11903224097462316,655.43,645.9,655.0,665.1
no_migration_120y,No migration counterfactual,5,2031,200,0.1038456876161139,0.08717841114413936,0.10415071465033175,0.12014239968094956,653.405,642.0,653.0,665.1
no_migration_120y,No migration counterfactual,6,2032,200,0.10436389456899128,0.08707160603876637,0.10407602264659295,0.12030377022720687,651.94,638.0,652.0,666.1
no_migration_120y,No migration counterfactual,7,2033,200,0.10500040181535318,0.08720696297353206,0.10518437149995691,0.12032393292682926,650.305,636.0,650.0,667.0
no_migration_120y,No migration counterfactual,8,2034,200,0.105555125862285,0.08942502101365316,0.10529911742618231,0.12091359346763939,649.235,634.9,648.0,667.1
no_migration_120y,No migration counterfactual,9,2035,200,0.10614308262245835,0.0890453834115806,0.10603663214422704,0.12268505079825827,647.81,631.9,647.5,664.1
no_migration_120y,No migration counterfactual,10,2036,200,0.10697015720483848,0.08910058777864034,0.1071975497702909,0.12464511041009456,646.795,630.0,646.0,664.0
no_migration_120y,No migration counterfactual,11,2037,200,0.10739005159645153,0.09003319030603853,0.1069250871080139,0.12488263251460283,645.9,628.0,645.0,664.1
no_migration_120y,No migration counterfactual,12,2038,200,0.1080489229132602,0.09108021103460608,0.10717020345657399,0.125,645.08,626.0,644.5,664.1
no_migration_120y,No migration counterfactual,13,2039,200,0.10877351906988128,0.09103753389467673,0.10748955164994464,0.12614413239622982,643.775,626.8,643.0,663.1
no_migration_120y,No migration counterfactual,14,2040,200,0.10947246480676716,0.09225123500352857,0.1091336741027244,0.12713395304376662,642.69,622.0,641.5,663.1
no_migration_120y,No migration counterfactual,15,2041,200,0.11000377505617666,0.09145388171339007,0.10959876543209876,0.1291344191554225,641.75,622.0,641.0,665.0
no_migration_120y,No migration counterfactual,16,2042,200,0.1108906667142149,0.09146299605277768,0.11067569699120619,0.1308615335267616,640.575,620.9,639.0,665.0
no_migration_120y,No migration counterfactual,17,2043,200,0.11152263586587781,0.09252463235037023,0.1111111111111111,0.1320239356371861,639.045,617.0,637.0,666.0
no_migration_120y,No migration counterfactual,18,2044,200,0.11233150312182427,0.09197317184025935,0.11146754061924405,0.13321213486828626,636.98,616.0,635.0,664.1
no_migration_120y,No migration counterfactual,19,2045,200,0.11275138314152397,0.09293057571359453,0.11145313786543755,0.1348309025359498,635.07,612.0,634.0,662.0
no_migration_120y,No migration counterfactual,20,2046,200,0.11344136870927493,0.09439430894308942,0.11222143447949895,0.135426779532885,633.19,608.9,631.0,661.1
no_migration_120y,No migration counterfactual,21,2047,200,0.11404113127414156,0.09464783142920377,0.11215631658981409,0.13550402634030548,630.8,605.0,628.0,659.2
no_migration_120y,No migration counterfactual,22,2048,200,0.11507877481055412,0.09403547158696426,0.11383056298262995,0.1370129184227482,628.7,603.0,626.0,655.2
no_migration_120y,No migration counterfactual,23,2049,200,0.11592273981778137,0.09394651821661111,0.1150039909785322,0.13771378412767474,625.97,600.9,624.0,656.0
no_migration_120y,No migration counterfactual,24,2050,200,0.11674878445868225,0.09482251123802207,0.11517466455392575,0.1387803812149124,624.05,597.0,621.5,653.0
no_migration_120y,No migration counterfactual,25,2051,200,0.11767694093064726,0.09519981626090948,0.1157459765115267,0.14007545556296136,621.85,595.9,621.0,652.2
no_migration_120y,No migration counterfactual,26,2052,200,0.1184770021341341,0.09673985692006824,0.1156748507638865,0.14387766605646424,619.53,591.0,619.0,648.1
no_migration_120y,No migration counterfactual,27,2053,200,0.11938556477500722,0.09735396761828478,0.11624053030303025,0.1468630583923663,616.815,586.9,616.0,648.0
no_migration_120y,No migration counterfactual,28,2054,200,0.12049096706667553,0.09811307864677267,0.11846544240400665,0.14432400912411886,614.02,584.8,613.0,645.0
no_migration_120y,No migration counterfactual,29,2055,200,0.12167375462545842,0.09862094504517847,0.12030083584122919,0.1478998184518897,611.455,580.9,610.0,643.0
no_migration_120y,No migration counterfactual,30,2056,200,0.12265045771747377,0.09742414574876795,0.1213278683295588,0.15068819303057318,609.13,577.0,608.5,640.0
no_migration_120y,No migration counterfactual,31,2057,200,0.12368861938545805,0.09890281832579616,0.12086844484159551,0.15205853174603165,606.45,573.0,605.5,638.0
no_migration_120y,No migration counterfactual,32,2058,200,0.12492865297094019,0.09911731704276269,0.1234346475800347,0.1535809237061864,603.665,571.9,601.0,637.1
no_migration_120y,No migration counterfactual,33,2059,200,0.12626851425077265,0.09935458377239192,0.12541530072739715,0.15571308912217993,601.13,567.9,598.5,637.0
no_migration_120y,No migration counterfactual,34,2060,200,0.12791279159612576,0.10007570938852699,0.12735371663217876,0.159329327977858,598.52,566.9,595.5,635.0
no_migration_120y,No migration counterfactual,35,2061,200,0.12928655052804935,0.09980886278031373,0.12780162202069395,0.16103310519049432,595.78,561.8,593.0,632.1
no_migration_120y,No migration counterfactual,36,2062,200,0.13041785839283387,0.10118892074480923,0.12900252611456264,0.16235602785386619,593.275,555.0,591.0,631.2
no_migration_120y,No migration counterfactual,37,2063,200,0.1317387051481655,0.09870741818369073,0.1304347826086956,0.16542205122326822,591.115,552.9,588.0,633.1
no_migration_120y,No migration counterfactual,38,2064,200,0.1332841875674745,0.10099147261789433,0.1321236902632251,0.16754096004599023,588.78,548.9,587.0,630.0
no_migration_120y,No migration counterfactual,39,2065,200,0.13481527262769225,0.10036136189012673,0.1334407643840159,0.1711234976860524,585.905,545.9,583.0,628.1
no_migration_120y,No migration counterfactual,40,2066,200,0.13635331266828424,0.10143554185163486,0.13520477978877393,0.17356953586027382,583.185,543.0,581.0,628.2
no_migration_120y,No migration counterfactual,41,2067,200,0.1377209948156943,0.10170147455390433,0.13668488488924413,0.1758047740392116,580.585,539.0,578.0,627.1
no_migration_120y,No migration counterfactual,42,2068,200,0.1394525925348728,0.10336841303975487,0.13869326340762936,0.1768693031874075,577.985,534.0,574.0,625.3
no_migration_120y,No migration counterfactual,43,2069,200,0.14092054998939887,0.10404314968308137,0.1398039775430583,0.17825249169435212,575.375,531.9,570.0,625.1
no_migration_120y,No migration counterfactual,44,2070,200,0.14262313216166764,0.1033778698328422,0.1415836716569398,0.18244403832542802,573.475,527.0,570.0,621.0
no_migration_120y,No migration counterfactual,45,2071,200,0.14423068750030216,0.10606751738827208,0.14427423813705398,0.1858333103429249,570.68,525.0,569.0,618.2
no_migration_120y,No migration counterfactual,46,2072,200,0.14616173725156353,0.10666800255727626,0.14655844446290384,0.185784112825458,567.9,520.0,565.0,615.1
no_migration_120y,No migration counterfactual,47,2073,200,0.1478008943795617,0.10545296167247381,0.1485495883226462,0.1899881019036953,565.085,516.0,562.5,613.1
no_migration_120y,No migration counterfactual,48,2074,200,0.14973123311498748,0.10572106778483874,0.1506071796452921,0.19235556632163447,562.605,513.0,560.0,613.1
no_migration_120y,No migration counterfactual,49,2075,200,0.15156544007774336,0.10670571360267744,0.1522523870229206,0.19566867393378082,560.155,511.8,559.0,609.2
no_migration_120y,No migration counterfactual,50,2076,200,0.15364762863579862,0.10797869672928588,0.1545134387693371,0.1996791443850267,557.55,505.0,556.0,606.0
no_migration_120y,No migration counterfactual,51,2077,200,0.1556911588112178,0.11021921341070277,0.15778554269491152,0.20325692765482603,555.305,502.0,553.0,606.2
no_migration_120y,No migration counterfactual,52,2078,200,0.15762074000356394,0.11085738891901371,0.15861036238394727,0.20375962107756068,553.095,500.9,552.0,603.0
no_migration_120y,No migration counterfactual,53,2079,200,0.15952832593504246,0.11079835527223553,0.15979583400175223,0.2072597265113598,550.85,497.0,548.0,602.1
no_migration_120y,No migration counterfactual,54,2080,200,0.16153396242441712,0.11191568122094193,0.16281584798867998,0.20921601034780105,548.015,494.0,546.5,599.1
no_migration_120y,No migration counterfactual,55,2081,200,0.16407763011335327,0.11128417490708731,0.16510955012114137,0.21365654048228472,545.415,493.0,543.5,597.0
no_migration_120y,No migration counterfactual,56,2082,200,0.1662954905674032,0.1135406002478581,0.16726923474931438,0.21744320084394936,542.94,489.9,538.5,595.4
no_migration_120y,No migration counterfactual,57,2083,200,0.16877162940459467,0.11309124262575304,0.1698988563897466,0.21827987791361875,540.435,487.0,536.0,595.0
no_migration_120y,No migration counterfactual,58,2084,200,0.1710191971217094,0.11153048819052563,0.17194029518982834,0.2218155854753161,537.795,483.9,534.0,591.1
no_migration_120y,No migration counterfactual,59,2085,200,0.173086531006124,0.11309836568971986,0.1761959998593975,0.22785626804304085,535.735,478.0,530.0,595.0
no_migration_120y,No migration counterfactual,60,2086,200,0.175413446017992,0.11714485462981768,0.17618617656482094,0.22859399880573247,533.46,475.8,529.0,592.4
no_migration_120y,No migration counterfactual,61,2087,200,0.17792643178250545,0.11865679008734625,0.17809419456427478,0.23334047109207706,531.125,468.8,526.5,591.0
no_migration_120y,No migration counterfactual,62,2088,200,0.1805089691926889,0.11948992405905721,0.1806657265409248,0.2368395973824412,528.835,464.9,524.0,590.1
no_migration_120y,No migration counterfactual,63,2089,200,0.18345022377627068,0.12180064782096578,0.18393630458318294,0.24021578264603233,526.915,463.8,523.0,585.5
no_migration_120y,No migration counterfactual,64,2090,200,0.1864106281614275,0.12383970323902008,0.18637731522946294,0.24045005049807808,524.77,459.0,521.5,589.0
no_migration_120y,No migration counterfactual,65,2091,200,0.18931024729325915,0.1257993662924069,0.1894662228796844,0.24575046132734424,522.71,458.0,519.0,586.1
no_migration_120y,No migration counterfactual,66,2092,200,0.19226297218691518,0.1297605712448603,0.19258241758241756,0.2510736455886434,520.455,454.9,516.0,584.1
no_migration_120y,No migration counterfactual,67,2093,200,0.19510289513426898,0.12959267590189968,0.19600693071916092,0.2575544588371119,518.47,454.0,511.0,584.1
no_migration_120y,No migration counterfactual,68,2094,200,0.1981002933962043,0.12881720430107524,0.19942286490013572,0.26342460092747055,516.355,449.9,511.5,586.1
no_migration_120y,No migration counterfactual,69,2095,200,0.2007656378788988,0.13257472826086955,0.20329314486674543,0.2682067365526723,514.265,445.9,508.0,582.2
no_migration_120y,No migration counterfactual,70,2096,200,0.20371134641641336,0.13584778459534186,0.20676623845637926,0.271852879944483,512.26,444.7,507.5,585.1
no_migration_120y,No migration counterfactual,71,2097,200,0.206695906620269,0.1366855383839929,0.20994397759103633,0.27885527660195586,510.66,443.7,505.0,587.2
no_migration_120y,No migration counterfactual,72,2098,200,0.20979013962519666,0.1370594630988504,0.21217827564482825,0.2811269364342295,508.72,437.9,503.0,585.2
no_migration_120y,No migration counterfactual,73,2099,200,0.21289419800810333,0.13745717700172613,0.21444374209860928,0.28318097523726404,506.795,434.9,502.0,586.1
no_migration_120y,No migration counterfactual,74,2100,200,0.21587408755548182,0.1396442145078285,0.22013035315787605,0.28461979077689903,504.725,432.8,500.0,584.0
no_migration_120y,No migration counterfactual,75,2101,200,0.21956844582527876,0.14336233511086158,0.22269058256253124,0.2898352852395257,502.55,430.0,497.0,579.4
no_migration_120y,No migration counterfactual,76,2102,200,0.22293247724503412,0.1452183407822541,0.22737779099657962,0.29914128351599273,500.365,427.9,496.5,577.2
no_migration_120y,No migration counterfactual,77,2103,200,0.22618897803719626,0.1467513632672003,0.2308444979677856,0.30114683368128037,498.45,423.7,494.0,579.0
no_migration_120y,No migration counterfactual,78,2104,200,0.22967843615414865,0.14846837944664026,0.2310974778459441,0.30697108124433703,496.315,421.9,491.0,579.1
no_migration_120y,No migration counterfactual,79,2105,200,0.23293115492031294,0.1506058564052106,0.23612536656891492,0.31277231425045804,494.25,425.6,488.5,577.0
no_migration_120y,No migration counterfactual,80,2106,200,0.23622744133766477,0.1523312088352408,0.23986925305813672,0.31631415869594504,492.255,420.5,487.0,574.0
no_migration_120y,No migration counterfactual,81,2107,200,0.23973587769060792,0.15111515396536615,0.2425168928352041,0.3226704067321178,490.885,415.8,486.0,574.1
no_migration_120y,No migration counterfactual,82,2108,200,0.2433254431583029,0.15548360567383807,0.2467017109874252,0.3268703978459171,489.115,411.9,485.0,572.1
no_migration_120y,No migration counterfactual,83,2109,200,0.24646311139559424,0.15583482373875385,0.2510288065843621,0.3302291234773654,486.9,411.0,481.5,573.2
no_migration_120y,No migration counterfactual,84,2110,200,0.24939817785464832,0.1559417438456739,0.25417012735326683,0.33535461540157413,485.425,407.8,480.0,574.0
no_migration_120y,No migration counterfactual,85,2111,200,0.25268616378950143,0.157032967032967,0.2559249391868411,0.33823351948135305,483.81,408.7,477.0,574.0
no_migration_120y,No migration counterfactual,86,2112,200,0.2559306250214864,0.15944242683187348,0.2607313927781872,0.3432553650650617,482.045,404.9,478.0,573.4
no_migration_120y,No migration counterfactual,87,2113,200,0.2594571469268937,0.16134706412560648,0.26337755812212027,0.34711058811491136,480.39,400.9,476.0,570.4
no_migration_120y,No migration counterfactual,88,2114,200,0.2627370683488175,0.16430884184308842,0.2669871794871794,0.35005154639175257,478.935,400.8,476.5,570.3
no_migration_120y,No migration counterfactual,89,2115,200,0.2663429633290278,0.16573032438781962,0.2718784185028911,0.35744753041539434,477.75,396.9,474.0,569.1
no_migration_120y,No migration counterfactual,90,2116,200,0.2698252783578891,0.16758131944699106,0.275707099134595,0.3596723556679308,476.36,395.9,473.0,565.0
no_migration_120y,No migration counterfactual,91,2117,200,0.27385536835866037,0.17082242990654206,0.279874739039666,0.3655329226757798,475.26,391.9,472.0,562.5
no_migration_120y,No migration counterfactual,92,2118,200,0.27742649872219516,0.17792358803986705,0.28349134733173453,0.368574293266664,473.775,389.9,471.0,560.5999999999999
no_migration_120y,No migration counterfactual,93,2119,200,0.280648215088461,0.17762922496965047,0.28635490070467645,0.37353993610223635,472.5,388.8,468.5,564.5999999999999
no_migration_120y,No migration counterfactual,94,2120,200,0.28436776303389544,0.17744442885057596,0.29148765680810895,0.3818745705424629,471.405,387.7,467.5,566.6999999999999
no_migration_120y,No migration counterfactual,95,2121,200,0.28826624922475325,0.17736609860012173,0.2957431493360979,0.3896069067434082,470.25,383.0,466.5,572.1
no_migration_120y,No migration counterfactual,96,2122,200,0.2922760891746366,0.18281198193252413,0.2998032928862968,0.3969087323943662,469.51,382.0,465.5,567.1
no_migration_120y,No migration counterfactual,97,2123,200,0.2957588891757555,0.18614042376402157,0.30428366641369425,0.40109467884587496,468.82,379.0,462.0,563.6999999999999
no_migration_120y,No migration counterfactual,98,2124,200,0.2999312710293715,0.18991026656109788,0.309743731245473,0.40917091004047523,468.155,376.9,460.0,566.5999999999999
no_migration_120y,No migration counterfactual,99,2125,200,0.30397279467683574,0.19258979010106242,0.3106788429054054,0.4149045539307096,467.22,375.7,458.5,568.3
no_migration_120y,No migration counterfactual,100,2126,200,0.3078655242378596,0.19437197900043937,0.3173030758889991,0.4233012341062079,466.56,374.9,457.5,570.4
no_migration_120y,No migration counterfactual,101,2127,200,0.31168479633401575,0.19613244795405596,0.3218964041095891,0.42929912783845364,465.54,374.9,457.0,572.0
no_migration_120y,No migration counterfactual,102,2128,200,0.3156875306194484,0.20117956716708904,0.32328470052712377,0.43237031340756066,464.765,372.9,453.0,566.6999999999999
no_migration_120y,No migration counterfactual,103,2129,200,0.3195528537617408,0.19945560846759683,0.3288280216732795,0.4401176470588235,464.145,369.9,453.5,567.3
no_migration_120y,No migration counterfactual,104,2130,200,0.3239029357858256,0.20334510415811227,0.33409263477600604,0.4422672131147541,463.385,370.9,455.0,566.6999999999999
no_migration_120y,No migration counterfactual,105,2131,200,0.32808655719466223,0.20456843625857707,0.33710543882513744,0.4452698233443575,462.46,367.8,453.0,566.5999999999999
no_migration_120y,No migration counterfactual,106,2132,200,0.33212523695332075,0.2112859292310885,0.34237255794155197,0.44892071680695084,461.345,365.9,451.5,567.3
no_migration_120y,No migration counterfactual,107,2133,200,0.3362386139742307,0.21520722245732826,0.3464965967831219,0.45202538734366243,460.465,364.8,451.0,567.0
no_migration_120y,No migration counterfactual,108,2134,200,0.34077654603439805,0.21888448163442725,0.34854583695967506,0.46050248320186965,459.775,362.9,450.5,570.1
no_migration_120y,No migration counterfactual,109,2135,200,0.3450083495082111,0.22273255813953485,0.3557657087676068,0.46337483956677394,459.32,363.7,449.0,569.1
no_migration_120y,No migration counterfactual,110,2136,200,0.34957445272692594,0.23062514296918396,0.36016632136279925,0.4695210516639088,459.22,360.7,447.5,569.1
no_migration_120y,No migration counterfactual,111,2137,200,0.35421927612007326,0.23118764423930405,0.3664698899547627,0.47380987364090504,458.325,361.7,448.0,569.2
no_migration_120y,No migration counterfactual,112,2138,200,0.3582774260863592,0.23344298245614029,0.369169341478567,0.48019277108433733,457.855,360.7,445.0,571.4
