scenario,scenario_label,step,year,runs,mean_share,p10_share,p50_share,p90_share,mean_total_population,p10_total_population,p50_total_population,p90_total_population
baseline_120y,Baseline calibrated,75,2101,200,0.3892960064745561,0.32440502120829984,0.3907507695815756,0.45012941458251243,685.545,606.9,686.5,759.3
baseline_120y,Baseline calibrated,76,2102,200,0.3942626687327416,0.33118733062330624,0.3965358008843246,0.4536152700918565,686.96,610.7,688.5,760.1
baseline_120y,Baseline calibrated,77,2103,200,0.39894312328905307,0.3355374157577494,0.4002967359050445,0.45866104175430905,688.02,608.8,690.5,768.0
baseline_120y,Baseline calibrated,78,2104,200,0.4038904106588073,0.3396127086585011,0.4052823688635524,0.46663060625505287,689.51,607.0,692.0,775.1
baseline_120y,Baseline calibrated,79,2105,200,0.40844528633707033,0.3429408222835975,0.4109690662981179,0.471053143364478,690.995,608.9,691.5,776.5999999999999
baseline_120y,Baseline calibrated,80,2106,200,0.4127439091189716,0.34645777805326555,0.4146389324960753,0.47784313725490196,692.595,608.9,691.0,782.4
baseline_120y,Baseline calibrated,81,2107,200,0.4175439637499538,0.3505596201743462,0.4190221323335964,0.48249599331057064,694.525,612.9,693.0,782.0999999999999
baseline_120y,Baseline calibrated,82,2108,200,0.42229799828398124,0.3543978245379849,0.42353846153846153,0.4850429661325778,696.17,611.0,696.5,782.1999999999999
baseline_120y,Baseline calibrated,83,2109,200,0.4271714228852628,0.3593707250341997,0.42900818711044375,0.48841714899663813,697.735,614.5,694.0,787.9
baseline_120y,Baseline calibrated,84,2110,200,0.4316722879961891,0.36315997241444903,0.4325125125125125,0.49363191732733797,699.79,613.9,698.0,792.3
baseline_120y,Baseline calibrated,85,2111,200,0.43598588953392137,0.3693146389931552,0.43682332836444737,0.49922682245364486,701.79,616.8,698.0,796.2
baseline_120y,Baseline calibrated,86,2112,200,0.4405125608229441,0.37551815440747965,0.44058151253296735,0.5031677369377457,703.79,615.8,699.5,800.1
baseline_120y,Baseline calibrated,87,2113,200,0.444927416577246,0.37899735857362976,0.445394007531861,0.5075112443146133,705.67,615.7,703.0,802.2
baseline_120y,Baseline calibrated,88,2114,200,0.449233283591347,0.38405101902758815,0.45031195927059764,0.5138960481813919,707.645,617.7,704.5,805.3
baseline_120y,Baseline calibrated,89,2115,200,0.4535484784855508,0.38881401617250677,0.4547468779374244,0.5179126672277499,710.19,619.9,709.0,807.5
baseline_120y,Baseline calibrated,90,2116,200,0.45833283467753644,0.390368929528466,0.4602820247053422,0.522148066051073,712.82,624.2,711.5,813.0999999999999
baseline_120y,Baseline calibrated,91,2117,200,0.46285392311742646,0.39804605407356786,0.4643576222435283,0.5290208921949496,715.6,618.0,714.5,820.0
baseline_120y,Baseline calibrated,92,2118,200,0.4670704085114153,0.4033171808869533,0.46917562297888527,0.532479455572676,718.0,618.9,717.5,826.5
baseline_120y,Baseline calibrated,93,2119,200,0.47097676933129357,0.40604884749875114,0.4725393779129927,0.5388739143456124,719.86,617.0,717.5,835.0
baseline_120y,Baseline calibrated,94,2120,200,0.4757277697009744,0.4115126582278481,0.4767455607614749,0.5461503387180823,722.3,621.9,722.0,836.3
baseline_120y,Baseline calibrated,95,2121,200,0.4803406896249863,0.4148400758533502,0.48205652011505773,0.5498423251219888,725.195,624.8,727.0,840.2
baseline_120y,Baseline calibrated,96,2122,200,0.48488955274639656,0.4182815964523281,0.48565685564290373,0.5548443150331094,728.33,624.6,726.5,850.1
baseline_120y,Baseline calibrated,97,2123,200,0.48928759271913913,0.4198669795634382,0.4912834477909641,0.5632622053286772,731.07,625.8,729.0,850.1
baseline_120y,Baseline calibrated,98,2124,200,0.4937580535369133,0.4259680359859317,0.4950633753132273,0.5652868638916227,734.175,627.9,732.0,853.2
baseline_120y,Baseline calibrated,99,2125,200,0.4979738660641957,0.43253267973856213,0.5006729292501724,0.5680843940751972,737.455,630.9,734.0,851.4
baseline_120y,Baseline calibrated,100,2126,200,0.502157397618184,0.4377512951596081,0.5046394488897077,0.5735758520280523,740.78,632.0,737.0,852.3
baseline_120y,Baseline calibrated,101,2127,200,0.5064733447556032,0.4416103211802136,0.5086072960584049,0.5772006263449196,743.42,636.9,740.0,860.1
baseline_120y,Baseline calibrated,102,2128,200,0.5104933882526275,0.4432224285409881,0.5126191191810612,0.5805613076304534,746.505,639.6,741.0,861.5
baseline_120y,Baseline calibrated,103,2129,200,0.5143881358338342,0.44838602970923785,0.5187516597653214,0.5826868184452577,750.135,640.9,744.0,871.1
baseline_120y,Baseline calibrated,104,2130,200,0.5182019976521247,0.4555285454427744,0.5209191346945201,0.5836146463687101,753.095,642.7,747.0,877.0
baseline_120y,Baseline calibrated,105,2131,200,0.5224430098960353,0.45691726095106444,0.5258116408306522,0.5873713550600344,756.16,643.7,751.0,885.2
baseline_120y,Baseline calibrated,106,2132,200,0.5270407862058779,0.4596973577971434,0.5287577531827222,0.5909050077935125,759.145,642.9,754.0,894.0
baseline_120y,Baseline calibrated,107,2133,200,0.5309291251368826,0.46418130776869604,0.5362322193738258,0.5938417016968482,763.035,643.9,758.5,894.0
baseline_120y,Baseline calibrated,108,2134,200,0.5347765072921598,0.4651875201298986,0.54015731292517,0.5987050359712229,766.585,647.9,762.5,897.1
baseline_120y,Baseline calibrated,109,2135,200,0.5390964482902413,0.47128749578699014,0.5422633521235507,0.6043766207914716,769.745,648.9,766.0,901.3
baseline_120y,Baseline calibrated,110,2136,200,0.5431283108465654,0.4752218167913205,0.5451836979225699,0.6083394643377504,773.485,651.8,769.0,907.3
baseline_120y,Baseline calibrated,111,2137,200,0.547332245068542,0.4810707329905757,0.5495051098414743,0.6127257024496996,776.84,656.9,774.5,914.0
baseline_120y,Baseline calibrated,112,2138,200,0.5517012848954735,0.48441315211398256,0.5552437373199925,0.6173936863174787,780.76,656.7,778.5,922.0
baseline_120y,Baseline calibrated,113,2139,200,0.5555959333264504,0.4917895881572271,0.5597488776287117,0.6204660988974715,784.97,658.7,783.5,923.4
baseline_120y,Baseline calibrated,114,2140,200,0.5594528513030491,0.4951614811309594,0.5638126792218864,0.6258585158360804,789.17,664.6,790.5,932.4
baseline_120y,Baseline calibrated,115,2141,200,0.5632905688150036,0.4996923076923077,0.5685535641528563,0.629099826459081,793.105,665.6,796.5,943.0
baseline_120y,Baseline calibrated,116,2142,200,0.5670580289033474,0.5041484437641228,0.5714920757634325,0.631720771750682,797.06,666.8,802.0,941.0
baseline_120y,Baseline calibrated,117,2143,200,0.5712861537879299,0.507386332648572,0.5739557485525227,0.6336743044189853,801.295,667.9,803.5,947.2
baseline_120y,Baseline calibrated,118,2144,200,0.575408287116256,0.5129790223707104,0.5776459570337679,0.6370168448515441,805.26,675.6,802.5,950.2
baseline_120y,Baseline calibrated,119,2145,200,0.5793360248570356,0.5176675342958473,0.5827333160666495,0.6414680518432598,809.48,675.7,809.0,959.1
baseline_120y,Baseline calibrated,120,2146,200,0.5837253757292489,0.5195237784245136,0.5868863049095607,0.6476692755775502,813.84,677.7,814.0,962.1
high_inflow_share_120y,High Muslim inflow share (70%),0,2026,200,0.1005522388059701,0.0850746268656716,0.1,0.117910447761194,670.0,670.0,670.0,670.0
high_inflow_share_120y,High Muslim inflow share (70%),1,2027,200,0.10397601192863029,0.08789694778501672,0.10339587045383081,0.12086420373781366,666.89,661.0,667.0,672.0
high_inflow_share_120y,High Muslim inflow share (70%),2,2028,200,0.10778705264992297,0.09167447767400558,0.106766917293233,0.12366573405639407,664.745,657.0,665.0,673.0
high_inflow_share_120y,High Muslim inflow share (70%),3,2029,200,0.11156827478498148,0.09562076935776785,0.1116173357133961,0.12827485480208584,663.355,654.0,664.0,673.0
high_inflow_share_120y,High Muslim inflow share (70%),4,2030,200,0.11511197676629971,0.09893389171675551,0.1147788618691496,0.13255955118182652,663.35,651.9,663.0,675.1
high_inflow_share_120y,High Muslim inflow share (70%),5,2031,200,0.11917065240694588,0.10159627535749916,0.11921004184872624,0.136321012473774,663.875,650.0,664.0,679.0
high_inflow_share_120y,High Muslim inflow share (70%),6,2032,200,0.1229166828737519,0.10533406352683457,0.12301994301994296,0.14006881540761582,664.1,651.0,664.0,679.0
high_inflow_share_120y,High Muslim inflow share (70%),7,2033,200,0.12683589987923488,0.10921950097734848,0.12610623319439246,0.14560290695821237,665.22,650.0,665.0,682.0
high_inflow_share_120y,High Muslim inflow share (70%),8,2034,200,0.13110576358348738,0.1136020324086789,0.1310870502046972,0.1483511929034112,666.11,650.0,665.0,683.1
high_inflow_share_120y,High Muslim inflow share (70%),9,2035,200,0.13534665914065197,0.11686188505086595,0.13563086422938325,0.15354179108468746,667.055,650.0,667.5,686.0
high_inflow_share_120y,High Muslim inflow share (70%),10,2036,200,0.1396361797835025,0.12050649597738632,0.13929648716576046,0.15907065169899542,668.515,650.9,669.0,688.1
high_inflow_share_120y,High Muslim inflow share (70%),11,2037,200,0.14379534300334035,0.12387924426207325,0.1439923552783785,0.1626778270146069,669.575,650.9,669.5,691.0
high_inflow_share_120y,High Muslim inflow share (70%),12,2038,200,0.1477353709312373,0.1276084930507719,0.14801141786253444,0.16827359228362876,671.15,649.9,671.0,694.0
high_inflow_share_120y,High Muslim inflow share (70%),13,2039,200,0.15162454524264676,0.13059151966337593,0.15133140317253185,0.1726285506945884,672.035,650.0,672.5,693.2
high_inflow_share_120y,High Muslim inflow share (70%),14,2040,200,0.15577199080669885,0.1339113085688428,0.1565055055228086,0.17703880901222233,673.725,652.9,674.0,698.0
high_inflow_share_120y,High Muslim inflow share (70%),15,2041,200,0.15999714437927604,0.13676309464904213,0.15972831958075712,0.18199075263293088,675.705,652.9,675.0,700.0
high_inflow_share_120y,High Muslim inflow share (70%),16,2042,200,0.1641861916765104,0.14021368129133188,0.16412626931939994,0.1863442389758179,676.565,651.0,676.0,701.1
high_inflow_share_120y,High Muslim inflow share (70%),17,2043,200,0.16881611425787202,0.14574357417436457,0.16933144601603511,0.19142697201944256,677.48,651.0,678.0,703.1
high_inflow_share_120y,High Muslim inflow share (70%),18,2044,200,0.1730416306841459,0.1469045417411055,0.1730224955912082,0.19520918385149516,678.19,651.9,677.0,705.0
high_inflow_share_120y,High Muslim inflow share (70%),19,2045,200,0.17703411972451272,0.15208556028625778,0.1767734333977946,0.19945619335347428,677.7,649.9,677.0,706.0
high_inflow_share_120y,High Muslim inflow share (70%),20,2046,200,0.18152031231124272,0.15546387428012964,0.1820876539907231,0.20510048943885265,677.475,651.0,676.0,703.3
high_inflow_share_120y,High Muslim inflow share (70%),21,2047,200,0.18562766112667198,0.1596951987052688,0.18523757137618513,0.2109407964135021,677.585,649.9,675.0,705.1
high_inflow_share_120y,High Muslim inflow share (70%),22,2048,200,0.19016688875063228,0.16346701008647138,0.19068596601636245,0.21609329024664714,677.4,647.9,675.0,706.0
high_inflow_share_120y,High Muslim inflow share (70%),23,2049,200,0.19438172179277624,0.1664298867596004,0.1944858718385835,0.22052127904301816,677.495,651.9,676.0,706.0
high_inflow_share_120y,High Muslim inflow share (70%),24,2050,200,0.1987829908843441,0.17110458899278772,0.19907691871401964,0.2257387180319399,677.675,652.0,675.0,709.0
high_inflow_share_120y,High Muslim inflow share (70%),25,2051,200,0.20296034182607806,0.1752347077042198,0.20279039093582424,0.23049672152346867,678.265,652.0,674.5,711.0
high_inflow_share_120y,High Muslim inflow share (70%),26,2052,200,0.20712926757103936,0.17995633132177322,0.2071497028943837,0.23478083416473391,678.82,652.9,676.5,710.1
high_inflow_share_120y,High Muslim inflow share (70%),27,2053,200,0.21150118502198448,0.18393524283935242,0.21180261630697536,0.23934021454931853,679.09,651.0,676.0,712.1
high_inflow_share_120y,High Muslim inflow share (70%),28,2054,200,0.21663230189980523,0.18623158358493253,0.2161423961735608,0.24495675838850386,679.4,649.9,677.0,715.0
high_inflow_share_120y,High Muslim inflow share (70%),29,2055,200,0.2210363417438751,0.19175753883643004,0.22132017078580757,0.2501170046801872,679.42,648.0,677.5,715.2
high_inflow_share_120y,High Muslim inflow share (70%),30,2056,200,0.22568477733594816,0.1951075404402493,0.22585364515870435,0.2566136128364389,679.82,647.0,678.0,715.1
high_inflow_share_120y,High Muslim inflow share (70%),31,2057,200,0.23030996896057754,0.2002710843373494,0.2305382243258749,0.26109758302694225,679.57,645.9,678.0,718.1
high_inflow_share_120y,High Muslim inflow share (70%),32,2058,200,0.23506440898242867,0.20505220208808347,0.2356682537392391,0.2659292620991422,679.285,643.9,678.0,722.0
high_inflow_share_120y,High Muslim inflow share (70%),33,2059,200,0.2398290714934791,0.20819022788237357,0.24078944382672623,0.2719071465832029,679.59,646.8,677.0,722.0
high_inflow_share_120y,High Muslim inflow share (70%),34,2060,200,0.24474243416274216,0.2135614622135235,0.2448529925274111,0.2773108260886515,680.005,644.8,678.0,718.2
high_inflow_share_120y,High Muslim inflow share (70%),35,2061,200,0.24953909620010556,0.2177194570135746,0.2488982127641215,0.2818765521458611,680.05,644.7,678.5,718.1
high_inflow_share_120y,High Muslim inflow share (70%),36,2062,200,0.25443992739865,0.22247746718906472,0.2532103537342688,0.288836531290257,680.02,641.8,678.5,718.3
high_inflow_share_120y,High Muslim inflow share (70%),37,2063,200,0.25950589228781884,0.22698533664477935,0.25917965927692865,0.29451046757049687,680.4,642.7,679.5,721.1
high_inflow_share_120y,High Muslim inflow share (70%),38,2064,200,0.264500234712783,0.23017561106394388,0.26305111434108525,0.2986832353319383,680.395,643.0,679.0,723.0
high_inflow_share_120y,High Muslim inflow share (70%),39,2065,200,0.26970393381121033,0.23422760020698163,0.2681141306288612,0.30490658586525266,680.9,639.9,679.0,723.1
high_inflow_share_120y,High Muslim inflow share (70%),40,2066,200,0.2751009243416698,0.24043613199963362,0.27446979629160373,0.31278045259701964,681.47,638.0,678.5,721.3
high_inflow_share_120y,High Muslim inflow share (70%),41,2067,200,0.2803542902065414,0.2443718481668256,0.27976403937942396,0.318962247377467,681.9,638.9,679.0,725.0
high_inflow_share_120y,High Muslim inflow share (70%),42,2068,200,0.2859998871317427,0.24824522683046624,0.2862408938077893,0.3236195087319091,682.065,639.9,679.0,727.1
high_inflow_share_120y,High Muslim inflow share (70%),43,2069,200,0.2913969097948277,0.2540496916255291,0.2910754498579396,0.3323285152641608,682.505,639.0,678.0,728.0
high_inflow_share_120y,High Muslim inflow share (70%),44,2070,200,0.2963348856096688,0.25920598869008993,0.2949977688531905,0.3382971293198238,683.075,638.0,680.0,731.2
high_inflow_share_120y,High Muslim inflow share (70%),45,2071,200,0.3012694299969995,0.2628400852878464,0.30086425023688784,0.34384584827866915,683.865,638.9,680.5,733.1
high_inflow_share_120y,High Muslim inflow share (70%),46,2072,200,0.3062900503578383,0.26604099513828283,0.3050761650884259,0.34901777327150457,684.745,638.8,679.5,740.0
high_inflow_share_120y,High Muslim inflow share (70%),47,2073,200,0.31144841028423026,0.27146077190762413,0.3116542583653767,0.35400045594008356,685.625,639.0,681.0,739.0
high_inflow_share_120y,High Muslim inflow share (70%),48,2074,200,0.31642376282025053,0.27542157051900434,0.31534312821998123,0.3597031638712176,685.565,640.9,681.5,738.3
high_inflow_share_120y,High Muslim inflow share (70%),49,2075,200,0.3212119120657547,0.2789115646258503,0.3202961258752838,0.36574561403508765,686.005,640.9,681.0,740.2
high_inflow_share_120y,High Muslim inflow share (70%),50,2076,200,0.32611633764841264,0.2847127852697095,0.32573984922690563,0.3711853463061085,687.045,640.9,681.0,742.1
high_inflow_share_120y,High Muslim inflow share (70%),51,2077,200,0.33136022044895713,0.28755823404634934,0.3303962477761604,0.37692558070720517,688.185,641.0,682.0,746.4
high_inflow_share_120y,High Muslim inflow share (70%),52,2078,200,0.3364605260758924,0.2919350531107739,0.3343422387167822,0.38382296881750483,688.89,638.8,682.0,751.0
high_inflow_share_120y,High Muslim inflow share (70%),53,2079,200,0.34188846702021025,0.2981668305934148,0.3405831363278171,0.39017966900210127,689.99,637.9,685.0,751.4
high_inflow_share_120y,High Muslim inflow share (70%),54,2080,200,0.34640790059886234,0.3029928760384276,0.3453955712729606,0.3948806442335346,691.13,637.0,686.0,753.2
high_inflow_share_120y,High Muslim inflow share (70%),55,2081,200,0.3513233075367632,0.30799841127991257,0.35042214068726074,0.3995135866583769,691.815,636.0,686.0,756.1
high_inflow_share_120y,High Muslim inflow share (70%),56,2082,200,0.3566265709602046,0.3111060702088757,0.35620718227324755,0.40332473349608594,692.845,637.0,688.0,756.1
