scenario,run,first_step_ge_0_5,first_step_ge_0_75,first_step_ge_0_95
high_inflow_share_120y,41,91.0,,
high_inflow_share_120y,42,96.0,,
high_inflow_share_120y,43,78.0,,
high_inflow_share_120y,44,102.0,,
high_inflow_share_120y,45,88.0,,
high_inflow_share_120y,46,80.0,,
high_inflow_share_120y,47,99.0,,
high_inflow_share_120y,48,87.0,,
high_inflow_share_120y,49,73.0,,
high_inflow_share_120y,50,79.0,,
high_inflow_share_120y,51,107.0,,
high_inflow_share_120y,52,116.0,,
high_inflow_share_120y,53,92.0,,
high_inflow_share_120y,54,103.0,,
high_inflow_share_120y,55,76.0,,
high_inflow_share_120y,56,65.0,110.0,
high_inflow_share_120y,57,71.0,,
high_inflow_share_120y,58,89.0,,
high_inflow_share_120y,59,96.0,,
high_inflow_share_120y,60,82.0,,
high_inflow_share_120y,61,109.0,,
high_inflow_share_120y,62,87.0,,
high_inflow_share_120y,63,76.0,,
high_inflow_share_120y,64,102.0,,
high_inflow_share_120y,65,92.0,,
high_inflow_share_120y,66,86.0,,
high_inflow_share_120y,67,96.0,,
high_inflow_share_120y,68,90.0,,
high_inflow_share_120y,69,90.0,,
high_inflow_share_120y,70,91.0,,
high_inflow_share_120y,71,71.0,,
high_inflow_share_120y,72,89.0,,
high_inflow_share_120y,73,88.0,,
high_inflow_share_120y,74,74.0,118.0,
high_inflow_share_120y,75,79.0,,
high_inflow_share_120y,76,103.0,,
high_inflow_share_120y,77,82.0,,
high_inflow_share_120y,78,80.0,,
high_inflow_share_120y,79,75.0,,
high_inflow_share_120y,80,79.0,,
high_inflow_share_120y,81,83.0,,
high_inflow_share_120y,82,78.0,,
high_inflow_share_120y,83,100.0,,
high_inflow_share_120y,84,90.0,,
high_inflow_share_120y,85,79.0,,
high_inflow_share_120y,86,81.0,,
high_inflow_share_120y,87,112.0,,
high_inflow_share_120y,88,94.0,,
high_inflow_share_120y,89,79.0,,
high_inflow_share_120y,90,70.0,112.0,
high_inflow_share_120y,91,79.0,,
high_inflow_share_120y,92,90.0,,
high_inflow_share_120y,93,94.0,,
high_inflow_share_120y,94,94.0,,
high_inflow_share_120y,95,93.0,,
high_inflow_share_120y,96,84.0,,
high_inflow_share_120y,97,87.0,,
high_inflow_share_120y,98,61.0,109.0,
high_inflow_share_120y,99,103.0,,
high_inflow_share_120y,100,94.0,,
high_inflow_share_120y,101,79.0,,
high_inflow_share_120y,102,81.0,,
high_inflow_share_120y,103,65.0,,
high_inflow_share_120y,104,78.0,,
high_inflow_share_120y,105,74.0,,
high_inflow_share_120y,106,93.0,,
high_inflow_share_120y,107,80.0,,
high_inflow_share_120y,108,89.0,,
high_inflow_share_120y,109,86.0,,
high_inflow_share_120y,110,91.0,,
high_inflow_share_120y,111,85.0,,
high_inflow_share_120y,112,84.0,,
high_inflow_share_120y,113,84.0,,
high_inflow_share_120y,114,87.0,,
high_inflow_share_120y,115,94.0,,
high_inflow_share_120y,116,73.0,,
high_inflow_share_120y,117,90.0,,
high_inflow_share_120y,118,85.0,,
high_inflow_share_120y,119,81.0,,
high_inflow_share_120y,120,77.0,,
high_inflow_share_120y,121,80.0,,
high_inflow_share_120y,122,92.0,,
high_inflow_share_120y,123,85.0,,
high_inflow_share_120y,124,87.0,,
high_inflow_share_120y,125,80.0,,
high_inflow_share_120y,126,91.0,,
high_inflow_share_120y,127,97.0,,
high_inflow_share_120y,128,72.0,,
high_inflow_share_120y,129,85.0,,
high_inflow_share_120y,130,72.0,,
high_inflow_share_120y,131,89.0,,
high_inflow_share_120y,132,91.0,,
high_inflow_share_120y,133,79.0,,
high_inflow_share_120y,134,94.0,,
high_inflow_share_120y,135,92.0,,
high_inflow_share_120y,136,86.0,,
high_inflow_share_120y,137,103.0,,
high_inflow_share_120y,138,86.0,,
high_inflow_share_120y,139,91.0,,
high_inflow_share_120y,140,69.0,113.0,
high_inflow_share_120y,141,89.0,,
high_inflow_share_120y,142,80.0,,
high_inflow_share_120y,143,85.0,,
high_inflow_share_120y,144,77.0,,
high_inflow_share_120y,145,87.0,,
high_inflow_share_120y,146,76.0,,
high_inflow_share_120y,147,97.0,,
high_inflow_share_120y,148,85.0,,
high_inflow_share_120y,149,92.0,,
high_inflow_share_120y,150,82.0,,
high_inflow_share_120y,151,86.0,,
high_inflow_share_120y,152,74.0,,
high_inflow_share_120y,153,86.0,,
high_inflow_share_120y,154,91.0,,
high_inflow_share_120y,155,90.0,,
high_inflow_share_120y,156,92.0,,
high_inflow_share_120y,157,94.0,,
high_inflow_share_120y,158,72.0,,
high_inflow_share_120y,159,75.0,,
high_inflow_share_120y,160,84.0,,
high_inflow_share_120y,161,85.0,,
high_inflow_share_120y,162,81.0,,
high_inflow_share_120y,163,91.0,,
high_inflow_share_120y,164,93.0,,
high_inflow_share_120y,165,87.0,,
high_inflow_share_120y,166,79.0,,
high_inflow_share_120y,167,69.0,,
high_inflow_share_120y,168,80.0,,
high_inflow_share_120y,169,71.0,,
high_inflow_share_120y,170,71.0,,
high_inflow_share_120y,171,83.0,,
high_inflow_share_120y,172,94.0,,
high_inflow_share_120y,173,74.0,,
high_inflow_share_120y,174,86.0,,
high_inflow_share_120y,175,84.0,,
high_inflow_share_120y,176,78.0,,
high_inflow_share_120y,177,103.0,,
high_inflow_share_120y,178,88.0,,
high_inflow_share_120y,179,110.0,,
high_inflow_share_120y,180,89.0,,
high_inflow_share_120y,181,78.0,,
high_inflow_share_120y,182,83.0,,
high_inflow_share_120y,183,81.0,,
high_inflow_share_120y,184,90.0,,
high_inflow_share_120y,185,71.0,115.0,
high_inflow_share_120y,186,73.0,,
high_inflow_share_120y,187,73.0,,
high_inflow_share_120y,188,88.0,,
high_inflow_share_120y,189,82.0,,
high_inflow_share_120y,190,90.0,,
high_inflow_share_120y,191,72.0,,
high_inflow_share_120y,192,74.0,,
high_inflow_share_120y,193,88.0,,
high_inflow_share_120y,194,78.0,,
high_inflow_share_120y,195,91.0,,
high_inflow_share_120y,196,77.0,,
high_inflow_share_120y,197,74.0,,
high_inflow_share_120y,198,75.0,,
high_inflow_share_120y,199,112.0,,
high_inflow_share_120y,200,85.0,,
no_migration_120y,1,,,
no_migration_120y,2,,,
no_migration_120y,3,,,
no_migration_120y,4,,,
no_migration_120y,5,116.0,,
no_migration_120y,6,,,
no_migration_120y,7,119.0,,
no_migration_120y,8,,,
no_migration_120y,9,,,
no_migration_120y,10,,,
no_migration_120y,11,,,
no_migration_120y,12,111.0,,
no_migration_120y,13,114.0,,
no_migration_120y,14,107.0,,
no_migration_120y,15,118.0,,
no_migration_120y,16,,,
no_migration_120y,17,,,
no_migration_120y,18,,,
no_migration_120y,19,,,
no_migration_120y,20,,,
no_migration_120y,21,,,
no_migration_120y,22,,,
no_migration_120y,23,,,
no_migration_120y,24,,,
no_migration_120y,25,105.0,,
no_migration_120y,26,,,
no_migration_120y,27,100.0,,
no_migration_120y,28,,,
no_migration_120y,29,,,
no_migration_120y,30,,,
no_migration_120y,31,116.0,,
no_migration_120y,32,,,
no_migration_120y,33,,,
no_migration_120y,34,,,
no_migration_120y,35,120.0,,
no_migration_120y,36,115.0,,
no_migration_120y,37,,,
no_migration_120y,38,,,
no_migration_120y,39,,,
no_migration_120y,40,,,
no_migration_120y,41,,,
no_migration_120y,42,,,
no_migration_120y,43,115.0,,
no_migration_120y,44,,,
no_migration_120y,45,119.0,,
no_migration_120y,46,106.0,,
no_migration_120y,47,,,
no_migration_120y,48,,,
no_migration_120y,49,119.0,,
no_migration_120y,50,,,
no_migration_120y,51,,,
no_migration_120y,52,,,
no_migration_120y,53,,,
no_migration_120y,54,105.0,,
no_migration_120y,55,,,
no_migration_120y,56,,,
no_migration_120y,57,,,
no_migration_120y,58,120.0,,
no_migration_120y,59,,,
no_migration_120y,60,,,
no_migration_120y,61,,,
no_migration_120y,62,,,
no_migration_120y,63,,,
no_migration_120y,64,,,
no_migration_120y,65,,,
no_migration_120y,66,120.0,,
no_migration_120y,67,,,
no_migration_120y,68,,,
no_migration_120y,69,,,
no_migration_120y,70,,,
no_migration_120y,71,,,
no_migration_120y,72,,,
no_migration_120y,73,,,
no_migration_120y,74,106.0,,
no_migration_120y,75,,,
no_migration_120y,76,,,
no_migration_120y,77,,,
no_migration_120y,78,,,
no_migration_120y,79,,,
no_migration_120y,80,,,
no_migration_120y,81,,,
no_migration_120y,82,,,
no_migration_120y,83,,,
no_migration_120y,84,,,
no_migration_120y,85,,,
no_migration_120y,86,,,
no_migration_120y,87,,,
no_migration_120y,88,,,
no_migration_120y,89,,,
no_migration_120y,90,,,
no_migration_120y,91,,,
no_migration_120y,92,,,
no_migration_120y,93,,,
no_migration_120y,94,,,
no_migration_120y,95,,,
no_migration_120y,96,,,
no_migration_120y,97,,,
no_migration_120y,98,118.0,,
no_migration_120y,99,,,
no_migration_120y,100,,,
no_migration_120y,101,,,
no_migration_120y,102,,,
no_migration_120y,103,,,
no_migration_120y,104,120.0,,
no_migration_120y,105,,,
no_migration_120y,106,,,
no_migration_120y,107,,,
no_migration_120y,108,,,
no_migration_120y,109,,,
no_migration_120y,110,,,
no_migration_120y,111,,,
no_migration_120y,112,,,
no_migration_120y,113,107.0,,
no_migration_120y,114,,,
no_migration_120y,115,108.0,,
no_migration_120y,116,,,
no_migration_120y,117,,,
no_migration_120y,118,,,
no_migration_120y,119,,,
no_migration_120y,120,,,
no_migration_120y,121,,,
no_migration_120y,122,,,
no_migration_120y,123,,,
no_migration_120y,124,,,
no_migration_120y,125,,,
no_migration_120y,126,,,
no_migration_120y,127,,,
no_migration_120y,128,,,
no_migration_120y,129,,,
no_migration_120y,130,,,
no_migration_120y,131,,,
no_migration_120y,132,,,
no_migration_120y,133,,,
no_migration_120y,134,109.0,,
no_migration_120y,135,,,
no_migration_120y,136,,,
no_migration_120y,137,,,
no_migration_120y,138,,,
no_migration_120y,139,,,
no_migration_120y,140,,,
no_migration_120y,141,,,
no_migration_120y,142,,,
no_migration_120y,143,,,
no_migration_120y,144,,,
no_migration_120y,145,,,
no_migration_120y,146,,,
no_migration_120y,147,,,
no_migration_120y,148,,,
no_migration_120y,149,,,
no_migration_120y,150,,,
no_migration_120y,151,,,
no_migration_120y,152,112.0,,
no_migration_120y,153,,,
no_migration_120y,154,,,
no_migration_120y,155,,,
no_migration_120y,156,,,
no_migration_120y,157,111.0,,
no_migration_120y,158,,,
no_migration_120y,159,,,
no_migration_120y,160,,,
no_migration_120y,161,,,
no_migration_120y,162,,,
no_migration_120y,163,,,
no_migration_120y,164,,,
no_migration_120y,165,,,
no_migration_120y,166,,,
no_migration_120y,167,,,
no_migration_120y,168,,,
no_migration_120y,169,,,
no_migration_120y,170,,,
no_migration_120y,171,,,
no_migration_120y,172,,,
no_migration_120y,173,112.0,,
no_migration_120y,174,,,
no_migration_120y,175,,,
no_migration_120y,176,110.0,,
no_migration_120y,177,,,
no_migration_120y,178,,,
no_migration_120y,179,,,
no_migration_120y,180,,,
no_migration_120y,181,,,
no_migration_120y,182,,,
no_migration_120y,183,105.0,,
no_migration_120y,184,115.0,,
no_migration_120y,185,,,
no_migration_120y,186,117.0,,
no_migration_120y,187,,,
no_migration_120y,188,,,
no_migration_120y,189,,,
no_migration_120y,190,,,
no_migration_120y,191,,,
no_migration_120y,192,,,
no_migration_120y,193,,,
no_migration_120y,194,,,
no_migration_120y,195,,,
no_migration_120y,196,,,
no_migration_120y,197,,,
no_migration_120y,198,111.0,,
no_migration_120y,199,,,
no_migration_120y,200,,,
